Customer ID,Customer_Segment,Order_Count,Customer_Type
13897.0,Potential Loyalists,2,Repeat Customer
13898.0,Potential Loyalists,1,One-Time Customer
13900.0,Loyal Customers,3,Repeat Customer
13901.0,VIP / Champions,10,Repeat Customer
13902.0,Loyal Customers,5,Repeat Customer
13903.0,At Risk,1,One-Time Customer
13905.0,Lost / Hibernating,1,One-Time Customer
13906.0,At Risk,1,One-Time Customer
13907.0,Lost / Hibernating,1,One-Time Customer
13909.0,Potential Loyalists,2,Repeat Customer
13911.0,VIP / Champions,11,Repeat Customer
13912.0,At Risk,1,One-Time Customer
13913.0,Lost / Hibernating,1,One-Time Customer
13915.0,At Risk,1,One-Time Customer
13916.0,Loyal Customers,4,Repeat Customer
13919.0,Potential Loyalists,2,Repeat Customer
13920.0,Loyal Customers,4,Repeat Customer
13921.0,Loyal Customers,4,Repeat Customer
13922.0,Potential Loyalists,2,Repeat Customer
13927.0,At Risk,1,One-Time Customer
13929.0,VIP / Champions,9,Repeat Customer
13931.0,VIP / Champions,9,Repeat Customer
13935.0,Potential Loyalists,3,Repeat Customer
13936.0,Potential Loyalists,2,Repeat Customer
13937.0,Potential Loyalists,1,One-Time Customer
13939.0,Loyal Customers,4,Repeat Customer
13941.0,VIP / Champions,11,Repeat Customer
13942.0,At Risk,1,One-Time Customer
13943.0,Lost / Hibernating,1,One-Time Customer
13944.0,Lost / Hibernating,1,One-Time Customer
13945.0,Potential Loyalists,2,Repeat Customer
13946.0,Loyal Customers,3,Repeat Customer
13948.0,Potential Loyalists,3,Repeat Customer
13952.0,VIP / Champions,12,Repeat Customer
13953.0,Loyal Customers,5,Repeat Customer
13955.0,Potential Loyalists,1,One-Time Customer
13957.0,Potential Loyalists,3,Repeat Customer
13958.0,VIP / Champions,8,Repeat Customer
13959.0,Potential Loyalists,3,Repeat Customer
13961.0,Potential Loyalists,1,One-Time Customer
13962.0,At Risk,1,One-Time Customer
13963.0,VIP / Champions,14,Repeat Customer
13964.0,Potential Loyalists,2,Repeat Customer
13965.0,Potential Loyalists,3,Repeat Customer
13966.0,At Risk,1,One-Time Customer
13967.0,At Risk,1,One-Time Customer
13968.0,At Risk,1,One-Time Customer
13969.0,VIP / Champions,18,Repeat Customer
13970.0,Potential Loyalists,2,Repeat Customer
13971.0,Loyal Customers,6,Repeat Customer
13974.0,Lost / Hibernating,1,One-Time Customer
13975.0,VIP / Champions,6,Repeat Customer
13976.0,Potential Loyalists,3,Repeat Customer
13977.0,Potential Loyalists,1,One-Time Customer
13979.0,VIP / Champions,6,Repeat Customer
13980.0,Potential Loyalists,4,Repeat Customer
13981.0,At Risk,1,One-Time Customer
13982.0,VIP / Champions,6,Repeat Customer
13983.0,VIP / Champions,10,Repeat Customer
13984.0,VIP / Champions,8,Repeat Customer
13985.0,VIP / Champions,7,Repeat Customer
13987.0,Loyal Customers,2,Repeat Customer
13988.0,Potential Loyalists,2,Repeat Customer
13989.0,Potential Loyalists,3,Repeat Customer
13992.0,Potential Loyalists,2,Repeat Customer
13993.0,VIP / Champions,10,Repeat Customer
13995.0,VIP / Champions,9,Repeat Customer
13996.0,Potential Loyalists,2,Repeat Customer
13997.0,Potential Loyalists,3,Repeat Customer
13998.0,Potential Loyalists,3,Repeat Customer
13999.0,VIP / Champions,17,Repeat Customer
14000.0,Loyal Customers,4,Repeat Customer
14001.0,VIP / Champions,7,Repeat Customer
14003.0,Lost / Hibernating,1,One-Time Customer
14004.0,Loyal Customers,4,Repeat Customer
14006.0,Loyal Customers,4,Repeat Customer
14007.0,Lost / Hibernating,1,One-Time Customer
14008.0,Potential Loyalists,1,One-Time Customer
14009.0,At Risk,1,One-Time Customer
14010.0,At Risk,2,Repeat Customer
14011.0,At Risk,2,Repeat Customer
14013.0,Potential Loyalists,2,Repeat Customer
14014.0,Loyal Customers,2,Repeat Customer
14016.0,VIP / Champions,7,Repeat Customer
14017.0,Lost / Hibernating,1,One-Time Customer
14018.0,Lost / Hibernating,1,One-Time Customer
14020.0,Potential Loyalists,2,Repeat Customer
14021.0,VIP / Champions,4,Repeat Customer
14022.0,At Risk,1,One-Time Customer
14024.0,Potential Loyalists,1,One-Time Customer
14025.0,Loyal Customers,8,Repeat Customer
14026.0,Potential Loyalists,2,Repeat Customer
14028.0,Potential Loyalists,3,Repeat Customer
14030.0,VIP / Champions,14,Repeat Customer
14031.0,VIP / Champions,27,Repeat Customer
14032.0,VIP / Champions,6,Repeat Customer
14033.0,Lost / Hibernating,1,One-Time Customer
14035.0,Loyal Customers,4,Repeat Customer
14037.0,Potential Loyalists,4,Repeat Customer
14038.0,Loyal Customers,2,Repeat Customer
14039.0,Lost / Hibernating,1,One-Time Customer
14040.0,VIP / Champions,23,Repeat Customer
14042.0,Lost / Hibernating,1,One-Time Customer
14043.0,At Risk,2,Repeat Customer
14044.0,Loyal Customers,6,Repeat Customer
14045.0,VIP / Champions,13,Repeat Customer
14047.0,VIP / Champions,10,Repeat Customer
14048.0,Potential Loyalists,2,Repeat Customer
14049.0,VIP / Champions,9,Repeat Customer
14051.0,VIP / Champions,15,Repeat Customer
14052.0,At Risk,1,One-Time Customer
14053.0,Potential Loyalists,2,Repeat Customer
14055.0,At Risk,2,Repeat Customer
14057.0,Loyal Customers,5,Repeat Customer
14058.0,At Risk,2,Repeat Customer
14060.0,VIP / Champions,13,Repeat Customer
14061.0,Potential Loyalists,3,Repeat Customer
14062.0,VIP / Champions,12,Repeat Customer
14063.0,Loyal Customers,9,Repeat Customer
14064.0,Loyal Customers,10,Repeat Customer
14065.0,Loyal Customers,3,Repeat Customer
14068.0,Potential Loyalists,3,Repeat Customer
14069.0,At Risk,2,Repeat Customer
14070.0,Lost / Hibernating,1,One-Time Customer
14072.0,Lost / Hibernating,1,One-Time Customer
14074.0,Lost / Hibernating,1,One-Time Customer
14075.0,Potential Loyalists,3,Repeat Customer
14077.0,At Risk,1,One-Time Customer
14078.0,Loyal Customers,4,Repeat Customer
14079.0,Lost / Hibernating,1,One-Time Customer
14080.0,Loyal Customers,4,Repeat Customer
14081.0,VIP / Champions,9,Repeat Customer
14082.0,At Risk,1,One-Time Customer
14083.0,Loyal Customers,3,Repeat Customer
14084.0,Lost / Hibernating,1,One-Time Customer
14085.0,VIP / Champions,16,Repeat Customer
14086.0,Lost / Hibernating,1,One-Time Customer
14087.0,Potential Loyalists,2,Repeat Customer
14088.0,Loyal Customers,3,Repeat Customer
14091.0,Potential Loyalists,2,Repeat Customer
14092.0,VIP / Champions,10,Repeat Customer
14094.0,At Risk,1,One-Time Customer
14095.0,Lost / Hibernating,1,One-Time Customer
14097.0,At Risk,2,Repeat Customer
14099.0,VIP / Champions,9,Repeat Customer
14101.0,VIP / Champions,7,Repeat Customer
14103.0,Lost / Hibernating,1,One-Time Customer
14104.0,Loyal Customers,3,Repeat Customer
14105.0,Loyal Customers,4,Repeat Customer
14106.0,Lost / Hibernating,1,One-Time Customer
14107.0,Loyal Customers,4,Repeat Customer
14108.0,At Risk,2,Repeat Customer
14110.0,VIP / Champions,21,Repeat Customer
14112.0,Loyal Customers,6,Repeat Customer
14113.0,VIP / Champions,12,Repeat Customer
14114.0,Loyal Customers,5,Repeat Customer
14115.0,Potential Loyalists,2,Repeat Customer
14118.0,At Risk,1,One-Time Customer
14119.0,Potential Loyalists,2,Repeat Customer
14122.0,Potential Loyalists,3,Repeat Customer
14123.0,Lost / Hibernating,1,One-Time Customer
14126.0,At Risk,1,One-Time Customer
14127.0,Loyal Customers,3,Repeat Customer
14128.0,Lost / Hibernating,1,One-Time Customer
14129.0,Loyal Customers,4,Repeat Customer
14130.0,Loyal Customers,3,Repeat Customer
14131.0,Lost / Hibernating,1,One-Time Customer
14133.0,Lost / Hibernating,1,One-Time Customer
14134.0,VIP / Champions,15,Repeat Customer
14135.0,VIP / Champions,11,Repeat Customer
14136.0,Loyal Customers,5,Repeat Customer
14137.0,Lost / Hibernating,1,One-Time Customer
14139.0,Potential Loyalists,3,Repeat Customer
14142.0,Loyal Customers,2,Repeat Customer
14144.0,Lost / Hibernating,1,One-Time Customer
14145.0,Loyal Customers,3,Repeat Customer
14146.0,VIP / Champions,7,Repeat Customer
14147.0,VIP / Champions,7,Repeat Customer
14148.0,At Risk,1,One-Time Customer
14151.0,At Risk,2,Repeat Customer
14152.0,Loyal Customers,5,Repeat Customer
14153.0,Lost / Hibernating,1,One-Time Customer
14154.0,VIP / Champions,6,Repeat Customer
14156.0,VIP / Champions,102,Repeat Customer
14157.0,Loyal Customers,3,Repeat Customer
14159.0,VIP / Champions,9,Repeat Customer
14160.0,Loyal Customers,7,Repeat Customer
14161.0,VIP / Champions,5,Repeat Customer
14163.0,Lost / Hibernating,1,One-Time Customer
14166.0,At Risk,2,Repeat Customer
14167.0,Potential Loyalists,4,Repeat Customer
14168.0,Potential Loyalists,2,Repeat Customer
14169.0,Potential Loyalists,2,Repeat Customer
14170.0,Loyal Customers,3,Repeat Customer
14171.0,Lost / Hibernating,1,One-Time Customer
14172.0,At Risk,3,Repeat Customer
14173.0,Lost / Hibernating,2,Repeat Customer
14175.0,Loyal Customers,5,Repeat Customer
14176.0,Potential Loyalists,2,Repeat Customer
14177.0,VIP / Champions,9,Repeat Customer
14180.0,VIP / Champions,9,Repeat Customer
14181.0,Potential Loyalists,2,Repeat Customer
14182.0,Potential Loyalists,4,Repeat Customer
14183.0,Potential Loyalists,2,Repeat Customer
14186.0,Loyal Customers,5,Repeat Customer
14187.0,Lost / Hibernating,1,One-Time Customer
14189.0,Loyal Customers,2,Repeat Customer
14190.0,Lost / Hibernating,1,One-Time Customer
14191.0,Potential Loyalists,2,Repeat Customer
14192.0,Potential Loyalists,1,One-Time Customer
14193.0,Potential Loyalists,1,One-Time Customer
14194.0,VIP / Champions,15,Repeat Customer
14195.0,Loyal Customers,4,Repeat Customer
14197.0,At Risk,1,One-Time Customer
14198.0,Loyal Customers,5,Repeat Customer
14199.0,Potential Loyalists,3,Repeat Customer
14200.0,Lost / Hibernating,1,One-Time Customer
14201.0,Potential Loyalists,3,Repeat Customer
14202.0,Loyal Customers,3,Repeat Customer
14203.0,Potential Loyalists,1,One-Time Customer
14204.0,Potential Loyalists,3,Repeat Customer
14205.0,VIP / Champions,7,Repeat Customer
14206.0,Potential Loyalists,2,Repeat Customer
14207.0,Lost / Hibernating,1,One-Time Customer
14208.0,Lost / Hibernating,1,One-Time Customer
14209.0,VIP / Champions,9,Repeat Customer
14210.0,VIP / Champions,11,Repeat Customer
14211.0,VIP / Champions,9,Repeat Customer
14212.0,Potential Loyalists,1,One-Time Customer
14213.0,Potential Loyalists,1,One-Time Customer
14215.0,VIP / Champions,4,Repeat Customer
14216.0,At Risk,1,One-Time Customer
14217.0,VIP / Champions,7,Repeat Customer
14219.0,Potential Loyalists,2,Repeat Customer
14220.0,At Risk,2,Repeat Customer
14221.0,Loyal Customers,8,Repeat Customer
14224.0,Loyal Customers,5,Repeat Customer
14225.0,Loyal Customers,4,Repeat Customer
14226.0,At Risk,1,One-Time Customer
14227.0,Loyal Customers,5,Repeat Customer
14228.0,Potential Loyalists,3,Repeat Customer
14229.0,Loyal Customers,4,Repeat Customer
14230.0,Potential Loyalists,3,Repeat Customer
14231.0,At Risk,1,One-Time Customer
14233.0,Potential Loyalists,3,Repeat Customer
14235.0,Loyal Customers,4,Repeat Customer
14236.0,VIP / Champions,4,Repeat Customer
14237.0,Potential Loyalists,2,Repeat Customer
14238.0,At Risk,2,Repeat Customer
14239.0,Loyal Customers,10,Repeat Customer
14240.0,At Risk,1,One-Time Customer
14241.0,Lost / Hibernating,1,One-Time Customer
14243.0,VIP / Champions,8,Repeat Customer
14244.0,Lost / Hibernating,1,One-Time Customer
14247.0,Loyal Customers,4,Repeat Customer
14248.0,Potential Loyalists,2,Repeat Customer
14249.0,VIP / Champions,12,Repeat Customer
14252.0,Potential Loyalists,1,One-Time Customer
14253.0,At Risk,2,Repeat Customer
14254.0,Potential Loyalists,1,One-Time Customer
14255.0,At Risk,1,One-Time Customer
14256.0,Potential Loyalists,3,Repeat Customer
14257.0,VIP / Champions,4,Repeat Customer
14258.0,VIP / Champions,16,Repeat Customer
14260.0,Potential Loyalists,3,Repeat Customer
14263.0,At Risk,1,One-Time Customer
14264.0,VIP / Champions,4,Repeat Customer
14265.0,Potential Loyalists,2,Repeat Customer
14266.0,At Risk,1,One-Time Customer
14268.0,At Risk,1,One-Time Customer
14269.0,At Risk,1,One-Time Customer
14271.0,At Risk,1,One-Time Customer
14272.0,At Risk,2,Repeat Customer
14274.0,Lost / Hibernating,1,One-Time Customer
14275.0,Loyal Customers,6,Repeat Customer
14276.0,Loyal Customers,4,Repeat Customer
14277.0,Loyal Customers,6,Repeat Customer
14278.0,At Risk,1,One-Time Customer
14279.0,At Risk,2,Repeat Customer
14281.0,At Risk,1,One-Time Customer
14282.0,VIP / Champions,11,Repeat Customer
14283.0,Potential Loyalists,4,Repeat Customer
14284.0,At Risk,1,One-Time Customer
14285.0,Loyal Customers,4,Repeat Customer
14286.0,Loyal Customers,4,Repeat Customer
14290.0,Loyal Customers,3,Repeat Customer
14291.0,VIP / Champions,12,Repeat Customer
14292.0,VIP / Champions,7,Repeat Customer
14293.0,VIP / Champions,6,Repeat Customer
14294.0,At Risk,1,One-Time Customer
14295.0,Loyal Customers,4,Repeat Customer
14296.0,Potential Loyalists,2,Repeat Customer
14298.0,VIP / Champions,38,Repeat Customer
14299.0,VIP / Champions,19,Repeat Customer
14301.0,Loyal Customers,3,Repeat Customer
14302.0,Potential Loyalists,3,Repeat Customer
14303.0,Potential Loyalists,2,Repeat Customer
14304.0,Loyal Customers,2,Repeat Customer
14306.0,VIP / Champions,4,Repeat Customer
14307.0,VIP / Champions,5,Repeat Customer
14308.0,Potential Loyalists,2,Repeat Customer
14309.0,Potential Loyalists,2,Repeat Customer
14310.0,At Risk,1,One-Time Customer
14311.0,Lost / Hibernating,1,One-Time Customer
14312.0,VIP / Champions,5,Repeat Customer
14314.0,At Risk,1,One-Time Customer
14315.0,At Risk,2,Repeat Customer
14316.0,Loyal Customers,5,Repeat Customer
14318.0,Lost / Hibernating,1,One-Time Customer
14319.0,At Risk,1,One-Time Customer
14320.0,Potential Loyalists,3,Repeat Customer
14321.0,Potential Loyalists,2,Repeat Customer
14322.0,Potential Loyalists,4,Repeat Customer
14324.0,Potential Loyalists,2,Repeat Customer
14325.0,Lost / Hibernating,1,One-Time Customer
14326.0,Potential Loyalists,2,Repeat Customer
14327.0,Loyal Customers,5,Repeat Customer
14328.0,At Risk,1,One-Time Customer
14329.0,VIP / Champions,8,Repeat Customer
14330.0,Lost / Hibernating,1,One-Time Customer
14332.0,Loyal Customers,2,Repeat Customer
14334.0,Loyal Customers,4,Repeat Customer
14338.0,At Risk,1,One-Time Customer
14339.0,At Risk,1,One-Time Customer
14341.0,VIP / Champions,10,Repeat Customer
14342.0,At Risk,2,Repeat Customer
14343.0,Loyal Customers,4,Repeat Customer
14344.0,VIP / Champions,14,Repeat Customer
14346.0,Loyal Customers,3,Repeat Customer
14347.0,Lost / Hibernating,1,One-Time Customer
14350.0,Potential Loyalists,2,Repeat Customer
14353.0,Potential Loyalists,2,Repeat Customer
14355.0,Loyal Customers,3,Repeat Customer
14358.0,Potential Loyalists,2,Repeat Customer
14361.0,Lost / Hibernating,1,One-Time Customer
14363.0,At Risk,2,Repeat Customer
14365.0,Potential Loyalists,2,Repeat Customer
14366.0,Lost / Hibernating,1,One-Time Customer
14369.0,At Risk,2,Repeat Customer
14370.0,Loyal Customers,6,Repeat Customer
14372.0,Potential Loyalists,2,Repeat Customer
14374.0,Lost / Hibernating,1,One-Time Customer
14375.0,Potential Loyalists,2,Repeat Customer
14376.0,Lost / Hibernating,1,One-Time Customer
14378.0,Lost / Hibernating,1,One-Time Customer
14379.0,Potential Loyalists,2,Repeat Customer
14380.0,Lost / Hibernating,1,One-Time Customer
14381.0,At Risk,1,One-Time Customer
14382.0,Potential Loyalists,1,One-Time Customer
14384.0,Lost / Hibernating,1,One-Time Customer
14388.0,VIP / Champions,9,Repeat Customer
14389.0,Potential Loyalists,3,Repeat Customer
14390.0,VIP / Champions,5,Repeat Customer
14391.0,Lost / Hibernating,1,One-Time Customer
14392.0,At Risk,1,One-Time Customer
14394.0,Lost / Hibernating,1,One-Time Customer
14395.0,VIP / Champions,12,Repeat Customer
14396.0,VIP / Champions,6,Repeat Customer
14398.0,Potential Loyalists,2,Repeat Customer
14399.0,VIP / Champions,8,Repeat Customer
14400.0,Potential Loyalists,2,Repeat Customer
14401.0,VIP / Champions,9,Repeat Customer
14402.0,Lost / Hibernating,1,One-Time Customer
14403.0,At Risk,2,Repeat Customer
14404.0,VIP / Champions,8,Repeat Customer
14405.0,At Risk,1,One-Time Customer
14408.0,Loyal Customers,4,Repeat Customer
14409.0,VIP / Champions,5,Repeat Customer
14410.0,Loyal Customers,2,Repeat Customer
14412.0,Potential Loyalists,1,One-Time Customer
14413.0,Potential Loyalists,3,Repeat Customer
14414.0,Potential Loyalists,1,One-Time Customer
14415.0,VIP / Champions,10,Repeat Customer
14417.0,Potential Loyalists,1,One-Time Customer
14419.0,At Risk,1,One-Time Customer
14420.0,Loyal Customers,3,Repeat Customer
14421.0,Loyal Customers,4,Repeat Customer
14422.0,VIP / Champions,13,Repeat Customer
14423.0,Potential Loyalists,2,Repeat Customer
14425.0,Potential Loyalists,3,Repeat Customer
14426.0,VIP / Champions,7,Repeat Customer
14427.0,Potential Loyalists,2,Repeat Customer
14429.0,Potential Loyalists,1,One-Time Customer
14430.0,Potential Loyalists,3,Repeat Customer
14431.0,VIP / Champions,3,Repeat Customer
14433.0,At Risk,1,One-Time Customer
14435.0,Lost / Hibernating,1,One-Time Customer
14436.0,Lost / Hibernating,1,One-Time Customer
14437.0,Loyal Customers,5,Repeat Customer
14439.0,Loyal Customers,4,Repeat Customer
14440.0,VIP / Champions,9,Repeat Customer
14441.0,VIP / Champions,7,Repeat Customer
14442.0,Loyal Customers,5,Repeat Customer
14443.0,Loyal Customers,2,Repeat Customer
14444.0,Lost / Hibernating,1,One-Time Customer
14445.0,Lost / Hibernating,1,One-Time Customer
14446.0,At Risk,1,One-Time Customer
14447.0,Potential Loyalists,1,One-Time Customer
14449.0,VIP / Champions,5,Repeat Customer
14450.0,Loyal Customers,4,Repeat Customer
14451.0,VIP / Champions,10,Repeat Customer
14452.0,Potential Loyalists,2,Repeat Customer
14454.0,Loyal Customers,5,Repeat Customer
14455.0,Loyal Customers,4,Repeat Customer
14458.0,At Risk,1,One-Time Customer
14459.0,Potential Loyalists,1,One-Time Customer
14460.0,Loyal Customers,6,Repeat Customer
14461.0,VIP / Champions,10,Repeat Customer
14462.0,At Risk,1,One-Time Customer
14463.0,At Risk,1,One-Time Customer
14464.0,Lost / Hibernating,2,Repeat Customer
14465.0,VIP / Champions,8,Repeat Customer
14466.0,VIP / Champions,7,Repeat Customer
14467.0,VIP / Champions,8,Repeat Customer
14468.0,Lost / Hibernating,1,One-Time Customer
14469.0,Loyal Customers,4,Repeat Customer
14470.0,At Risk,1,One-Time Customer
14471.0,At Risk,2,Repeat Customer
14472.0,Lost / Hibernating,1,One-Time Customer
14474.0,At Risk,1,One-Time Customer
14475.0,At Risk,1,One-Time Customer
14477.0,Potential Loyalists,3,Repeat Customer
14478.0,Loyal Customers,4,Repeat Customer
14479.0,Loyal Customers,3,Repeat Customer
14480.0,Loyal Customers,3,Repeat Customer
14481.0,Loyal Customers,3,Repeat Customer
14482.0,VIP / Champions,6,Repeat Customer
14483.0,Lost / Hibernating,1,One-Time Customer
14484.0,Potential Loyalists,3,Repeat Customer
14486.0,At Risk,2,Repeat Customer
14487.0,Potential Loyalists,2,Repeat Customer
14489.0,Potential Loyalists,3,Repeat Customer
14490.0,Potential Loyalists,2,Repeat Customer
14491.0,Potential Loyalists,1,One-Time Customer
14492.0,Loyal Customers,7,Repeat Customer
14493.0,VIP / Champions,5,Repeat Customer
14494.0,Potential Loyalists,2,Repeat Customer
14495.0,Lost / Hibernating,1,One-Time Customer
14496.0,VIP / Champions,6,Repeat Customer
14497.0,Lost / Hibernating,1,One-Time Customer
14498.0,Loyal Customers,5,Repeat Customer
14499.0,VIP / Champions,4,Repeat Customer
14505.0,VIP / Champions,11,Repeat Customer
14506.0,Loyal Customers,3,Repeat Customer
14507.0,VIP / Champions,5,Repeat Customer
14508.0,Loyal Customers,3,Repeat Customer
14509.0,Lost / Hibernating,1,One-Time Customer
14510.0,Loyal Customers,3,Repeat Customer
14512.0,Loyal Customers,5,Repeat Customer
14513.0,Potential Loyalists,3,Repeat Customer
14514.0,Loyal Customers,6,Repeat Customer
14515.0,Loyal Customers,6,Repeat Customer
14516.0,Lost / Hibernating,1,One-Time Customer
14519.0,Lost / Hibernating,2,Repeat Customer
14521.0,Lost / Hibernating,1,One-Time Customer
14522.0,Potential Loyalists,4,Repeat Customer
14524.0,Loyal Customers,4,Repeat Customer
14525.0,VIP / Champions,8,Repeat Customer
14526.0,Potential Loyalists,1,One-Time Customer
14527.0,VIP / Champions,69,Repeat Customer
14530.0,VIP / Champions,10,Repeat Customer
14531.0,At Risk,1,One-Time Customer
14532.0,VIP / Champions,7,Repeat Customer
14533.0,Loyal Customers,4,Repeat Customer
14534.0,VIP / Champions,8,Repeat Customer
14535.0,VIP / Champions,6,Repeat Customer
14537.0,Lost / Hibernating,1,One-Time Customer
14538.0,Potential Loyalists,3,Repeat Customer
14540.0,VIP / Champions,8,Repeat Customer
14541.0,Loyal Customers,6,Repeat Customer
14543.0,VIP / Champions,23,Repeat Customer
14544.0,At Risk,1,One-Time Customer
14545.0,Lost / Hibernating,1,One-Time Customer
14546.0,VIP / Champions,6,Repeat Customer
14548.0,Loyal Customers,7,Repeat Customer
14549.0,Potential Loyalists,3,Repeat Customer
14550.0,Potential Loyalists,2,Repeat Customer
14551.0,Loyal Customers,5,Repeat Customer
14552.0,Potential Loyalists,2,Repeat Customer
14553.0,Loyal Customers,4,Repeat Customer
14555.0,Loyal Customers,4,Repeat Customer
14556.0,Potential Loyalists,3,Repeat Customer
14558.0,Potential Loyalists,3,Repeat Customer
14559.0,At Risk,1,One-Time Customer
14560.0,VIP / Champions,22,Repeat Customer
14562.0,VIP / Champions,8,Repeat Customer
14563.0,Potential Loyalists,2,Repeat Customer
14564.0,Loyal Customers,2,Repeat Customer
14565.0,At Risk,1,One-Time Customer
14566.0,Loyal Customers,3,Repeat Customer
14568.0,Potential Loyalists,1,One-Time Customer
14569.0,Potential Loyalists,3,Repeat Customer
14570.0,At Risk,1,One-Time Customer
14571.0,At Risk,1,One-Time Customer
14572.0,Loyal Customers,4,Repeat Customer
14573.0,Loyal Customers,5,Repeat Customer
14574.0,Lost / Hibernating,1,One-Time Customer
14575.0,At Risk,1,One-Time Customer
14576.0,Potential Loyalists,1,One-Time Customer
14577.0,Loyal Customers,3,Repeat Customer
14579.0,At Risk,1,One-Time Customer
14580.0,Lost / Hibernating,1,One-Time Customer
14581.0,Lost / Hibernating,1,One-Time Customer
14583.0,Loyal Customers,3,Repeat Customer
14584.0,Loyal Customers,4,Repeat Customer
14585.0,Loyal Customers,4,Repeat Customer
14588.0,Lost / Hibernating,1,One-Time Customer
14589.0,Potential Loyalists,1,One-Time Customer
14590.0,VIP / Champions,20,Repeat Customer
14593.0,VIP / Champions,9,Repeat Customer
14594.0,Potential Loyalists,1,One-Time Customer
14595.0,At Risk,2,Repeat Customer
14596.0,Lost / Hibernating,1,One-Time Customer
14597.0,VIP / Champions,4,Repeat Customer
14598.0,Lost / Hibernating,1,One-Time Customer
14599.0,Potential Loyalists,2,Repeat Customer
14600.0,Potential Loyalists,1,One-Time Customer
14602.0,Lost / Hibernating,1,One-Time Customer
14604.0,Lost / Hibernating,1,One-Time Customer
14605.0,Loyal Customers,4,Repeat Customer
14606.0,VIP / Champions,102,Repeat Customer
14607.0,Loyal Customers,8,Repeat Customer
14608.0,VIP / Champions,7,Repeat Customer
14609.0,Loyal Customers,6,Repeat Customer
14610.0,Potential Loyalists,2,Repeat Customer
14611.0,Potential Loyalists,2,Repeat Customer
14612.0,Potential Loyalists,1,One-Time Customer
14613.0,Lost / Hibernating,1,One-Time Customer
14614.0,Potential Loyalists,1,One-Time Customer
14615.0,Loyal Customers,5,Repeat Customer
14616.0,Potential Loyalists,2,Repeat Customer
14617.0,At Risk,2,Repeat Customer
14618.0,Loyal Customers,4,Repeat Customer
14619.0,At Risk,1,One-Time Customer
14621.0,Loyal Customers,4,Repeat Customer
14623.0,Loyal Customers,5,Repeat Customer
14624.0,Loyal Customers,4,Repeat Customer
14625.0,VIP / Champions,9,Repeat Customer
14626.0,VIP / Champions,7,Repeat Customer
14627.0,Potential Loyalists,1,One-Time Customer
14628.0,Potential Loyalists,3,Repeat Customer
14630.0,At Risk,1,One-Time Customer
14631.0,Loyal Customers,3,Repeat Customer
14634.0,Loyal Customers,4,Repeat Customer
14635.0,Lost / Hibernating,1,One-Time Customer
14637.0,Lost / Hibernating,1,One-Time Customer
14639.0,Loyal Customers,3,Repeat Customer
14640.0,Loyal Customers,4,Repeat Customer
14643.0,Potential Loyalists,3,Repeat Customer
14644.0,Loyal Customers,5,Repeat Customer
14645.0,Lost / Hibernating,1,One-Time Customer
14646.0,VIP / Champions,78,Repeat Customer
14647.0,At Risk,1,One-Time Customer
14648.0,VIP / Champions,15,Repeat Customer
14649.0,VIP / Champions,5,Repeat Customer
14650.0,Lost / Hibernating,1,One-Time Customer
14651.0,VIP / Champions,7,Repeat Customer
14653.0,Loyal Customers,5,Repeat Customer
14654.0,Lost / Hibernating,1,One-Time Customer
14655.0,Loyal Customers,3,Repeat Customer
14656.0,Potential Loyalists,3,Repeat Customer
14657.0,Potential Loyalists,2,Repeat Customer
14662.0,Potential Loyalists,3,Repeat Customer
14663.0,Potential Loyalists,2,Repeat Customer
14665.0,Potential Loyalists,2,Repeat Customer
14667.0,VIP / Champions,31,Repeat Customer
14668.0,Lost / Hibernating,1,One-Time Customer
14669.0,Potential Loyalists,4,Repeat Customer
14670.0,Lost / Hibernating,1,One-Time Customer
14671.0,Potential Loyalists,2,Repeat Customer
14672.0,At Risk,2,Repeat Customer
14673.0,Loyal Customers,3,Repeat Customer
14674.0,Lost / Hibernating,1,One-Time Customer
14675.0,Potential Loyalists,1,One-Time Customer
14676.0,VIP / Champions,6,Repeat Customer
14677.0,Lost / Hibernating,1,One-Time Customer
14678.0,Lost / Hibernating,1,One-Time Customer
14679.0,Loyal Customers,3,Repeat Customer
14680.0,VIP / Champions,43,Repeat Customer
14681.0,Potential Loyalists,3,Repeat Customer
14682.0,Loyal Customers,4,Repeat Customer
14683.0,Lost / Hibernating,1,One-Time Customer
14684.0,At Risk,1,One-Time Customer
14685.0,Loyal Customers,8,Repeat Customer
14686.0,Loyal Customers,5,Repeat Customer
14687.0,Potential Loyalists,2,Repeat Customer
14688.0,VIP / Champions,8,Repeat Customer
14690.0,Potential Loyalists,2,Repeat Customer
14692.0,VIP / Champions,8,Repeat Customer
14693.0,Loyal Customers,6,Repeat Customer
14694.0,Lost / Hibernating,1,One-Time Customer
14695.0,Potential Loyalists,3,Repeat Customer
14696.0,Loyal Customers,2,Repeat Customer
14699.0,Potential Loyalists,3,Repeat Customer
14700.0,Potential Loyalists,2,Repeat Customer
14701.0,Loyal Customers,6,Repeat Customer
14702.0,VIP / Champions,13,Repeat Customer
14704.0,Potential Loyalists,2,Repeat Customer
14706.0,Lost / Hibernating,1,One-Time Customer
14707.0,Potential Loyalists,2,Repeat Customer
14708.0,Loyal Customers,3,Repeat Customer
14709.0,VIP / Champions,12,Repeat Customer
14710.0,VIP / Champions,9,Repeat Customer
14712.0,At Risk,1,One-Time Customer
