CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Spend_Rank
17235,7,7,1354.82,5,5,4,14,1361
16600,9,7,1339.89,5,5,4,14,1371
16221,2,7,1325.8,5,5,4,14,1381
17324,1,9,1311.64,5,5,4,14,1396
16010,11,8,1302.46,5,5,4,14,1404
14710,14,9,1300.31,5,5,4,14,1406
17894,1,11,1292.39,5,5,4,14,1415
15889,4,7,1279.6,5,5,4,14,1425
17228,2,7,1269.8899999999999,5,5,4,14,1434
13838,4,7,1245.91,5,5,4,14,1463
14821,1,7,1230.15,5,5,4,14,1477
15660,0,7,1212.13,5,5,4,14,1495
16891,6,7,1202.77,5,5,4,14,1503
16928,8,13,1199.08,5,5,4,14,1507
13984,1,8,1128.09,5,5,4,14,1579
17888,9,17,1091.44,5,5,4,14,1607
17227,3,7,1081.86,5,5,4,14,1613
16725,6,8,1052.14,5,5,4,14,1649
18008,50,14,17642.89,3,5,5,13,55
17404,44,8,15874.3,3,5,5,13,61
13001,39,20,14256.68,3,5,5,13,69
12454,30,4,13151.44,4,4,5,13,77
14277,46,6,13009.61,3,5,5,13,78
16652,39,9,10776.42,3,5,5,13,103
15251,49,10,9839.55,3,5,5,13,114
13225,56,9,9796.23,3,5,5,13,115
16843,57,19,9374.86,3,5,5,13,123
16656,55,15,8207.37,3,5,5,13,141
16873,64,6,7493.77,3,5,5,13,162
14110,70,21,7304.8,3,5,5,13,170
14426,38,7,7246.27,3,5,5,13,173
12477,34,3,7056.63,4,4,5,13,182
17409,56,8,7021.66,3,5,5,13,183
15296,55,6,6650.17,3,5,5,13,199
12989,59,18,6627.64,3,5,5,13,202
12435,31,4,6096.04,4,4,5,13,221
14505,39,11,6019.65,3,5,5,13,225
12835,62,41,5996.83,3,5,5,13,229
15981,36,13,5954.29,3,5,5,13,232
16984,39,7,5891.01,3,5,5,13,234
13629,48,8,5578.5,3,5,5,13,249
14249,45,12,5400.461,3,5,5,13,255
17107,32,4,5255.24,4,4,5,13,267
17146,70,10,5102.86,3,5,5,13,280
12705,18,5,4893.81,4,4,5,13,293
18231,41,23,4782.4,3,5,5,13,306
16701,58,13,4518.43,3,5,5,13,328
18178,37,7,4512.93,3,5,5,13,329
15674,52,8,4501.63,3,5,5,13,331
14648,51,15,4466.65,3,5,5,13,334
17611,56,13,4376.41,3,5,5,13,339
14292,45,7,4354.32,3,5,5,13,344
14918,39,7,4345.66,3,5,5,13,346
16938,16,5,4283.68,4,4,5,13,356
14936,25,4,4273.79,4,4,5,13,359
17593,44,6,4168.46,3,5,5,13,373
15622,62,8,4143.05,3,5,5,13,378
12589,56,6,4048.98,3,5,5,13,389
13883,38,10,3885.54,3,5,5,13,414
13446,65,11,3881.89,3,5,5,13,417
14525,63,8,3810.64,3,5,5,13,428
12917,35,5,3765.2000000000003,4,4,5,13,434
16497,48,17,3729.59,3,5,5,13,439
13082,59,12,3722.12,3,5,5,13,440
13654,15,5,3600.67,4,4,5,13,453
12356,15,3,3560.3,4,4,5,13,458
12633,17,3,3514.18,4,4,5,13,465
14844,65,6,3512.62,3,5,5,13,466
12759,21,5,3489.3,4,4,5,13,468
15159,30,4,3475.72,4,4,5,13,474
12613,23,5,3472.9900000000002,4,4,5,13,476
12623,51,6,3442.74,3,5,5,13,482
17876,34,3,3424.02,4,4,5,13,484
15812,70,7,3400.33,3,5,5,13,489
13324,63,8,3391.52,3,5,5,13,490
13658,18,4,3386.33,4,4,5,13,492
17663,52,10,3372.92,3,5,5,13,496
16563,35,5,3334.82,4,4,5,13,501
14970,44,8,3327.29,3,5,5,13,503
13659,51,10,3321.68,3,5,5,13,505
16153,55,6,3309.26,3,5,5,13,508
14852,59,12,3295.7400000000002,3,5,5,13,509
13214,52,7,3264.23,3,5,5,13,514
13722,55,7,3260.0,3,5,5,13,515
13552,63,10,3208.85,3,5,5,13,520
15367,53,7,3203.74,3,5,5,13,522
16351,46,12,3176.13,3,5,5,13,528
12417,45,11,3148.31,3,5,5,13,533
16325,59,9,3003.26,3,5,5,13,571
14590,59,20,2993.37,3,5,5,13,574
12406,34,3,2975.06,4,4,5,13,577
14532,46,7,2912.93,3,5,5,13,590
13291,49,10,2909.68,3,5,5,13,591
14465,63,8,2887.4100000000003,3,5,5,13,595
16003,16,5,2878.46,4,4,5,13,597
14257,15,4,2854.73,4,4,5,13,603
15122,57,8,2853.4900000000002,3,5,5,13,604
14817,30,5,2849.52,4,4,5,13,605
14913,23,4,2845.7,4,4,5,13,606
12749,34,4,2806.48,4,4,5,13,612
16316,15,5,2806.0,4,4,5,13,613
13052,55,6,2771.18,3,5,5,13,622
14401,59,9,2744.42,3,5,5,13,634
12986,63,10,2729.84,3,5,5,13,638
17082,29,4,2728.18,4,4,5,13,639
14740,44,8,2712.85,3,5,5,13,645
14493,25,5,2704.62,4,4,5,13,647
17848,52,21,2657.91,3,5,5,13,657
13929,51,9,2651.45,3,5,5,13,658
12967,6,2,2646.02,5,3,5,13,661
17083,44,6,2644.0099999999998,3,5,5,13,662
16655,46,7,2633.7400000000002,3,5,5,13,663
16303,27,4,2567.64,4,4,5,13,684
12359,60,6,2563.36,3,5,5,13,686
17465,60,7,2542.79,3,5,5,13,695
15046,60,10,2533.37,3,5,5,13,701
13384,25,4,2528.9,4,4,5,13,703
12978,20,5,2502.82,4,4,5,13,714
16523,50,7,2497.86,3,5,5,13,715
13018,48,7,2485.46,3,5,5,13,719
16104,53,8,2476.25,3,5,5,13,724
13557,50,11,2448.2000000000003,3,5,5,13,733
13823,15,5,2445.79,4,4,5,13,734
14044,53,6,2431.28,3,5,5,13,739
13464,29,5,2422.96,4,4,5,13,741
18287,17,4,2345.71,4,4,5,13,764
13266,48,7,2300.78,3,5,5,13,782
14341,55,10,2285.04,3,5,5,13,789
13297,20,3,2278.77,4,4,5,13,794
16383,31,5,2252.93,4,4,5,13,804
14649,17,5,2248.6,4,4,5,13,806
15365,38,6,2242.81,3,5,5,13,810
15757,21,4,2225.94,4,4,5,13,822
13421,41,6,2225.04,3,5,5,13,823
15476,15,4,2209.98,4,4,5,13,829
15569,25,5,2207.7400000000002,4,4,5,13,831
12480,34,3,2183.22,4,4,5,13,838
17311,27,4,2181.71,4,4,5,13,841
17063,42,6,2177.39,3,5,5,13,844
15493,24,4,2168.27,4,4,5,13,850
14211,46,9,2161.19,3,5,5,13,854
13152,52,7,2146.38,3,5,5,13,860
14431,14,3,2143.84,4,4,5,13,862
15623,28,7,2136.02,4,5,4,13,869
15027,30,6,2129.45,4,5,4,13,872
16748,23,9,2121.43,4,5,4,13,877
14399,29,8,2108.21,4,5,4,13,884
14147,23,7,2106.7999999999997,4,5,4,13,885
14307,8,5,2075.31,5,4,4,13,897
16795,0,3,2062.41,5,4,4,13,899
15221,1,4,2062.2,5,4,4,13,900
16612,14,5,2057.77,5,4,4,13,903
16206,22,9,2052.81,4,5,4,13,906
12395,6,4,2048.64,5,4,4,13,909
16395,28,9,2036.35,4,5,4,13,913
15312,18,8,2005.3400000000001,4,5,4,13,928
16163,0,5,1992.98,5,4,4,13,936
18259,1,5,1979.6000000000001,5,4,4,13,943
13750,15,6,1954.92,4,5,4,13,956
14205,29,7,1947.5,4,5,4,13,960
16686,24,9,1921.19,4,5,4,13,975
16128,15,6,1920.83,4,5,4,13,976
16812,13,3,1912.65,5,4,4,13,982
16416,25,6,1906.48,4,5,4,13,985
17293,29,8,1896.57,4,5,4,13,991
16823,22,6,1884.71,4,5,4,13,998
12586,9,3,1865.73,5,4,4,13,1004
14507,13,5,1848.8600000000001,5,4,4,13,1010
13455,1,5,1847.59,5,4,4,13,1012
13728,22,10,1839.03,4,5,4,13,1015
16477,6,5,1825.56,5,4,4,13,1019
13032,27,7,1805.78,4,5,4,13,1024
13577,17,7,1801.68,4,5,4,13,1028
14534,32,8,1790.36,4,5,4,13,1033
16005,10,6,1786.78,5,4,4,13,1035
14790,9,6,1781.56,5,4,4,13,1037
16510,7,6,1777.5,5,4,4,13,1040
15351,4,4,1770.23,5,4,4,13,1045
13648,35,8,1764.02,4,5,4,13,1055
12594,13,5,1751.89,5,4,4,13,1061
16983,4,5,1748.15,5,4,4,13,1063
12820,32,7,1747.18,4,5,4,13,1064
12963,0,5,1744.96,5,4,4,13,1065
16086,2,6,1743.6,5,4,4,13,1067
14390,7,5,1731.16,5,4,4,13,1073
17211,4,6,1729.43,5,4,4,13,1074
15596,0,5,1723.45,5,4,4,13,1075
15625,11,5,1702.1399999999999,5,4,4,13,1086
14409,3,5,1696.64,5,4,4,13,1094
17320,3,4,1695.15,5,4,4,13,1095
16326,18,10,1682.03,4,5,4,13,1098
16241,4,4,1680.2,5,4,4,13,1099
12870,10,3,1676.95,5,4,4,13,1101
14673,2,3,1674.41,5,4,4,13,1104
16470,31,7,1664.08,4,5,4,13,1108
13561,32,10,1661.54,4,5,4,13,1110
14177,16,9,1660.23,4,5,4,13,1111
13643,17,7,1637.33,4,5,4,13,1129
16081,1,4,1637.14,5,4,4,13,1130
14562,25,8,1631.38,4,5,4,13,1134
13554,15,7,1629.35,4,5,4,13,1136
14215,3,4,1626.61,5,4,4,13,1137
14934,13,3,1612.56,5,4,4,13,1145
14467,24,8,1606.98,4,5,4,13,1151
16634,7,5,1596.71,5,4,4,13,1156
17994,23,7,1595.1399999999999,4,5,4,13,1158
14396,6,6,1591.74,5,4,4,13,1161
13202,29,7,1580.3,4,5,4,13,1169
15288,0,6,1574.51,5,4,4,13,1174
17921,14,6,1574.13,5,4,4,13,1176
15885,18,12,1572.47,4,5,4,13,1181
15752,7,3,1557.96,5,4,4,13,1189
14449,7,5,1555.4,5,4,4,13,1192
15747,10,6,1553.1699999999998,5,4,4,13,1195
15834,11,3,1539.24,5,4,4,13,1203
12924,28,8,1535.7,4,5,4,13,1204
15434,9,6,1525.5800000000002,5,4,4,13,1213
13211,16,7,1523.35,4,5,4,13,1216
15173,15,7,1494.6,4,5,4,13,1238
12826,0,6,1481.03,5,4,4,13,1247
14312,13,5,1478.7,5,4,4,13,1249
13652,3,3,1475.77,5,4,4,13,1251
17050,10,5,1462.95,5,4,4,13,1259
13650,9,4,1451.66,5,4,4,13,1267
15325,30,7,1439.72,4,5,4,13,1276
15793,13,5,1433.96,5,4,4,13,1281
15910,35,7,1432.29,4,5,4,13,1283
16520,0,4,1427.57,5,4,4,13,1287
18044,22,8,1417.01,4,5,4,13,1289
15611,18,13,1405.83,4,5,4,13,1300
15658,7,4,1399.3700000000001,5,4,4,13,1309
16595,11,4,1397.59,5,4,4,13,1313
17676,1,5,1378.16,5,4,4,13,1330
14130,10,3,1377.86,5,4,4,13,1331
15392,9,3,1376.09,5,4,4,13,1332
14651,29,7,1371.77,4,5,4,13,1337
17432,20,7,1363.23,4,5,4,13,1347
16775,2,6,1361.23,5,4,4,13,1352
16085,15,7,1359.52,4,5,4,13,1354
17150,11,6,1357.95,5,4,4,13,1356
16835,8,5,1357.56,5,4,4,13,1357
14905,9,6,1355.24,5,4,4,13,1360
15649,2,3,1354.35,5,4,4,13,1362
13662,20,8,1352.35,4,5,4,13,1366
13655,9,4,1347.54,5,4,4,13,1368
13705,8,5,1323.47,5,4,4,13,1383
13748,8,5,1320.1,5,4,4,13,1388
13946,11,3,1314.66,5,4,4,13,1394
13649,1,5,1304.88,5,4,4,13,1402
14499,9,4,1293.3500000000001,5,4,4,13,1414
15058,11,5,1285.04,5,4,4,13,1423
14506,4,3,1256.6000000000001,5,4,4,13,1449
14861,15,9,1254.94,4,5,4,13,1450
13531,1,5,1254.72,5,4,4,13,1451
14236,7,4,1253.78,5,4,4,13,1454
17259,3,5,1239.11,5,4,4,13,1468
12605,11,4,1232.95,5,4,4,13,1473
13019,14,6,1229.95,5,4,4,13,1478
13118,11,4,1217.6,5,4,4,13,1490
16817,3,5,1200.15,5,4,4,13,1505
16235,10,4,1186.4,5,4,4,13,1522
13506,4,4,1180.68,5,4,4,13,1530
18025,14,6,1177.72,5,4,4,13,1532
13880,2,5,1171.89,5,4,4,13,1536
16926,6,5,1169.61,5,4,4,13,1539
15111,7,3,1163.39,5,4,4,13,1541
15347,1,4,1162.0,5,4,4,13,1542
17978,0,4,1159.99,5,4,4,13,1548
17025,8,4,1152.87,5,4,4,13,1551
16770,7,5,1152.63,5,4,4,13,1552
17908,8,5,1142.47,5,4,4,13,1560
18036,20,8,1142.37,4,5,4,13,1561
16350,9,5,1137.42,5,4,4,13,1568
15426,4,5,1134.85,5,4,4,13,1571
14692,15,8,1123.59,4,5,4,13,1583
13259,32,8,1119.36,4,5,4,13,1589
17289,11,6,1110.78,5,4,4,13,1596
16654,3,5,1110.2,5,4,4,13,1597
17090,9,6,1105.53,5,4,4,13,1601
17726,30,7,1092.06,4,5,4,13,1606
14021,9,4,1084.68,5,4,4,13,1611
13579,4,4,1072.0,5,4,4,13,1625
18118,4,4,1068.05,5,4,4,13,1631
17345,10,6,1066.94,5,4,4,13,1633
17343,11,5,1066.3,5,4,4,13,1634
14306,13,4,1058.0800000000002,5,4,4,13,1643
13065,8,5,1055.05,5,4,4,13,1646
13890,9,4,1043.57,5,4,4,13,1656
13884,11,5,1037.43,5,4,4,13,1662
13240,0,5,1036.21,5,4,4,13,1664
13610,22,7,1021.38,4,5,4,13,1680
15373,6,6,1002.9300000000001,5,4,4,13,1705
14829,7,4,995.29,5,4,4,13,1714
16699,15,7,994.6,4,5,4,13,1715
16359,11,7,946.83,5,5,3,13,1781
14723,6,7,927.89,5,5,3,13,1800
17940,80,6,26286.75,2,5,5,12,30
14063,73,9,22710.2,2,5,5,12,35
18251,80,8,21964.14,2,5,5,12,38
15768,111,31,14687.06,2,5,5,12,65
17448,132,46,14523.67,2,5,5,12,67
14088,41,3,13544.99,3,4,5,12,75
12409,55,4,12346.62,3,4,5,12,82
12357,23,2,12079.99,4,3,5,12,83
13340,52,5,11364.08,3,4,5,12,91
13680,106,8,7700.55,2,5,5,12,150
14607,102,8,7553.63,2,5,5,12,158
12380,100,7,6951.49,2,5,5,12,184
15369,127,11,6251.26,2,5,5,12,214
15202,55,3,6001.49,3,4,5,12,228
15125,114,9,5496.39,2,5,5,12,252
17157,115,17,4832.9,2,5,5,12,299
14105,43,4,4722.6,3,4,5,12,309
17308,28,2,4511.76,4,3,5,12,330
14175,53,5,4456.58,3,4,5,12,335
15633,144,13,4335.96,2,5,5,12,347
13044,127,10,4287.58,2,5,5,12,354
13373,50,3,4274.94,3,4,5,12,358
12510,94,7,4195.45,2,5,5,12,370
14025,99,8,4057.9,2,5,5,12,388
15372,85,7,4009.66,2,5,5,12,394
15321,72,9,3961.42,2,5,5,12,404
13157,44,5,3946.14,3,4,5,12,410
17829,44,4,3867.5,3,4,5,12,419
14286,39,4,3851.0099999999998,3,4,5,12,423
16732,38,3,3783.89,3,4,5,12,431
14442,49,5,3777.2,3,4,5,12,432
17092,72,7,3737.38,2,5,5,12,437
13107,48,5,3721.4500000000003,3,4,5,12,441
16772,58,3,3698.05,3,4,5,12,443
18064,81,9,3667.83,2,5,5,12,447
16072,63,3,3595.77,3,4,5,12,455
16253,55,5,3588.34,3,4,5,12,456
16336,55,4,3517.69,3,4,5,12,464
12615,48,4,3449.79,3,4,5,12,480
13815,41,4,3448.38,3,4,5,12,481
14514,71,6,3389.84,2,5,5,12,491
18094,81,6,3374.2200000000003,2,5,5,12,495
15538,172,6,3358.4,2,5,5,12,497
13031,42,5,3292.84,3,4,5,12,510
13015,73,6,3240.14,2,5,5,12,517
13953,44,5,3125.0,3,4,5,12,543
14221,84,8,3084.69,2,5,5,12,550
17426,87,7,3040.51,2,5,5,12,559
13562,36,5,3038.85,3,4,5,12,560
15722,80,6,3022.79,2,5,5,12,563
14227,49,5,3017.75,3,4,5,12,565
16986,80,9,3015.55,2,5,5,12,566
15222,107,10,2965.91,2,5,5,12,580
15939,9,1,2945.38,5,2,5,12,585
14112,86,6,2919.44,2,5,5,12,589
16467,143,7,2869.16,2,5,5,12,600
16283,53,3,2779.51,3,4,5,12,620
15817,55,3,2766.4,3,4,5,12,624
14770,102,6,2761.2200000000003,2,5,5,12,625
14572,52,4,2722.34,3,4,5,12,641
13461,42,3,2715.0,3,4,5,12,644
12349,42,3,2671.14,3,4,5,12,654
14566,52,3,2660.0,3,4,5,12,656
17672,52,5,2600.46,3,4,5,12,674
15754,128,6,2579.04,2,5,5,12,679
15249,65,5,2577.54,3,4,5,12,681
16308,41,3,2560.0,3,4,5,12,688
13707,64,3,2559.45,3,4,5,12,689
17512,87,8,2542.83,2,5,5,12,694
16767,53,4,2481.2,3,4,5,12,720
15123,56,3,2456.86,3,4,5,12,729
12656,60,3,2356.66,3,4,5,12,757
15015,136,13,2354.97,2,5,5,12,758
16742,127,13,2334.97,2,5,5,12,768
13458,14,2,2312.7,4,3,5,12,774
15306,135,6,2310.38,2,5,5,12,776
17602,107,8,2300.01,2,5,5,12,784
13527,53,5,2298.93,3,4,5,12,785
12374,56,3,2246.29,3,4,5,12,807
13131,53,4,2240.47,3,4,5,12,814
15389,35,4,2233.8,3,4,5,12,819
16584,67,3,2220.09,3,4,5,12,825
14290,48,3,2201.9100000000003,3,4,5,12,833
12371,44,3,2179.42,3,4,5,12,843
17822,55,5,2162.93,3,4,5,12,853
16918,57,10,2137.72,3,5,4,12,866
16202,52,8,2136.72,3,5,4,12,867
16841,63,6,2136.24,3,5,4,12,868
14057,16,5,2135.0,4,4,4,12,871
13059,48,9,2108.37,3,5,4,12,883
17774,32,5,2060.1,4,4,4,12,901
14869,23,4,2056.69,4,4,4,12,904
13431,41,6,2047.14,3,5,4,12,910
12733,24,3,2040.92,4,4,4,12,911
16331,67,6,2037.7,3,5,4,12,912
12849,16,4,2032.18,4,4,4,12,915
15819,66,6,2029.34,3,5,4,12,917
17722,1,2,2006.32,5,3,4,12,927
16554,21,5,2004.6200000000001,4,4,4,12,929
17203,23,4,2004.01,4,4,4,12,930
14555,16,4,1991.49,4,4,4,12,938
13772,35,5,1977.39,4,4,4,12,944
18097,20,5,1965.52,4,4,4,12,948
13851,14,5,1955.0,4,4,4,12,954
14655,23,3,1946.28,4,4,4,12,961
13849,32,3,1931.35,4,4,4,12,968
14064,65,10,1925.9,3,5,4,12,970
14492,65,7,1921.91,3,5,4,12,974
13971,58,6,1909.31,3,5,4,12,983
16209,17,4,1884.16,4,4,4,12,999
14239,66,10,1882.3200000000002,3,5,4,12,1000
13663,15,4,1858.04,4,4,4,12,1006
16229,16,4,1857.26,4,4,4,12,1007
15944,28,3,1839.14,4,4,4,12,1014
17623,44,6,1838.72,3,5,4,12,1016
13538,31,5,1822.28,4,4,4,12,1020
13623,15,5,1805.32,4,4,4,12,1025
17857,0,2,1803.2,5,3,4,12,1026
16797,28,5,1802.02,4,4,4,12,1027
13203,21,6,1778.79,4,4,4,12,1039
16225,37,10,1762.99,3,5,4,12,1056
12865,13,2,1755.24,5,3,4,12,1059
17742,63,9,1743.3700000000001,3,5,4,12,1068
13719,28,6,1741.4,4,4,4,12,1069
16087,24,5,1739.92,4,4,4,12,1071
16619,18,3,1712.1200000000001,4,4,4,12,1080
13665,21,3,1711.6599999999999,4,4,4,12,1081
16062,14,4,1709.83,4,4,4,12,1082
14988,15,6,1704.11,4,4,4,12,1084
15971,20,6,1702.9800000000002,4,4,4,12,1085
17588,31,4,1699.35,4,4,4,12,1088
12500,70,8,1697.39,3,5,4,12,1093
15215,28,4,1687.49,4,4,4,12,1097
14004,28,4,1675.81,4,4,4,12,1103
12649,17,5,1671.1399999999999,4,4,4,12,1105
13092,49,7,1662.45,3,5,4,12,1109
15456,38,7,1656.93,3,5,4,12,1114
14515,22,6,1647.17,4,4,4,12,1126
17165,16,5,1635.64,4,4,4,12,1131
13154,34,3,1624.84,4,4,4,12,1139
18220,29,5,1616.48,4,4,4,12,1141
17422,16,5,1615.39,4,4,4,12,1143
17814,10,2,1609.37,5,3,4,12,1149
15810,21,4,1607.06,4,4,4,12,1150
12360,14,5,1590.83,4,4,4,12,1164
13156,20,3,1586.54,4,4,4,12,1165
14327,17,5,1583.28,4,4,4,12,1167
16620,24,4,1579.97,4,4,4,12,1170
13889,17,5,1574.3300000000002,4,4,4,12,1175
14854,25,4,1563.03,4,4,4,12,1187
15811,0,2,1557.38,5,3,4,12,1190
16515,14,5,1554.92,4,4,4,12,1193
13711,41,7,1540.2,3,5,4,12,1202
14410,11,2,1531.63,5,3,4,12,1209
13632,29,3,1526.88,4,4,4,12,1212
15422,14,5,1522.27,4,4,4,12,1217
15841,21,5,1518.35,4,4,4,12,1219
15590,17,5,1496.6,4,4,4,12,1236
13280,14,4,1494.87,4,4,4,12,1237
16314,24,3,1491.4,4,4,4,12,1241
16265,21,3,1488.17,4,4,4,12,1243
16960,25,5,1483.83,4,4,4,12,1245
18230,13,2,1480.8600000000001,5,3,4,12,1248
14129,34,4,1467.48,4,4,4,12,1257
15030,15,6,1461.63,4,4,4,12,1261
17180,57,7,1452.8,3,5,4,12,1265
12408,20,3,1452.22,4,4,4,12,1266
14014,11,2,1443.03,5,3,4,12,1272
12805,16,4,1434.95,4,4,4,12,1280
15572,15,3,1431.78,4,4,4,12,1284
17029,17,5,1421.3,4,4,4,12,1288
17388,55,7,1415.81,3,5,4,12,1291
12877,36,8,1406.3700000000001,3,5,4,12,1298
12726,22,4,1405.5,4,4,4,12,1301
17351,62,9,1401.08,3,5,4,12,1307
13246,28,5,1390.23,4,4,4,12,1319
14758,31,3,1380.91,4,4,4,12,1327
14152,22,5,1376.05,4,4,4,12,1333
15795,65,7,1369.8600000000001,3,5,4,12,1340
17018,22,4,1367.6,4,4,4,12,1342
17071,16,4,1364.68,4,4,4,12,1345
16588,21,4,1361.28,4,4,4,12,1351
16007,18,3,1359.25,4,4,4,12,1355
12347,2,2,1323.32,5,3,4,12,1384
18276,27,5,1320.66,4,4,4,12,1387
14597,14,4,1318.3899999999999,4,4,4,12,1391
13276,32,3,1300.98,4,4,4,12,1405
15189,16,5,1298.99,4,4,4,12,1407
16119,29,6,1297.45,4,4,4,12,1408
13440,58,7,1295.25,3,5,4,12,1410
15279,15,4,1290.03,4,4,4,12,1416
14679,16,3,1289.44,4,4,4,12,1418
12724,18,3,1286.11,4,4,4,12,1420
14478,17,4,1276.66,4,4,4,12,1427
17220,52,7,1269.76,3,5,4,12,1435
15227,31,4,1269.0900000000001,4,4,4,12,1436
12599,16,6,1264.14,4,4,4,12,1443
15452,25,3,1256.63,4,4,4,12,1448
15441,31,3,1254.21,4,4,4,12,1453
15261,16,3,1253.18,4,4,4,12,1455
14420,31,3,1251.65,4,4,4,12,1456
15551,29,6,1243.75,4,4,4,12,1464
13263,28,4,1239.27,4,4,4,12,1467
14868,15,4,1230.42,4,4,4,12,1475
17342,14,4,1227.54,4,4,4,12,1479
15466,24,3,1225.93,4,4,4,12,1481
16946,18,5,1222.04,4,4,4,12,1485
16768,18,6,1220.48,4,4,4,12,1489
16711,14,4,1217.45,4,4,4,12,1491
17870,1,2,1213.8,5,3,4,12,1493
15377,17,4,1211.75,4,4,4,12,1496
17768,22,4,1210.83,4,4,4,12,1497
15402,22,4,1203.77,4,4,4,12,1501
15164,24,6,1203.53,4,4,4,12,1502
13410,28,4,1198.9,4,4,4,12,1508
17713,17,4,1198.09,4,4,4,12,1509
13293,27,6,1192.94,4,4,4,12,1512
17797,30,5,1191.44,4,4,4,12,1514
14127,15,3,1190.3700000000001,4,4,4,12,1517
14275,30,6,1189.3799999999999,4,4,4,12,1518
18057,28,3,1188.46,4,4,4,12,1519
14264,14,4,1183.39,4,4,4,12,1526
14776,22,4,1170.0,4,4,4,12,1538
14189,3,2,1160.31,5,3,4,12,1547
16934,18,4,1152.1100000000001,4,4,4,12,1553
13523,1,2,1136.64,5,3,4,12,1570
15561,18,4,1133.8,4,4,4,12,1572
13434,20,3,1132.6200000000001,4,4,4,12,1573
14623,15,5,1130.28,4,4,4,12,1575
16848,11,3,1130.2,5,3,4,12,1577
15529,1,2,1116.72,5,3,4,12,1590
16223,9,2,1087.05,5,3,4,12,1609
14708,3,3,1085.91,5,3,4,12,1610
16043,14,4,1082.6000000000001,4,4,4,12,1612
16239,17,4,1078.0,4,4,4,12,1617
16231,14,4,1074.47,4,4,4,12,1623
18277,32,4,1069.67,4,4,4,12,1628
15652,22,4,1068.2,4,4,4,12,1630
14984,23,4,1058.1399999999999,4,4,4,12,1642
16531,16,4,1053.74,4,4,4,12,1647
16825,13,3,1051.71,5,3,4,12,1650
17288,25,4,1050.8,4,4,4,12,1651
12970,15,6,1048.13,4,4,4,12,1653
17560,30,4,1040.8500000000001,4,4,4,12,1658
12402,27,5,1031.3,4,4,4,12,1669
12933,15,5,1029.1,4,4,4,12,1671
17126,16,4,1026.98,4,4,4,12,1675
17567,7,2,1024.55,5,3,4,12,1678
18074,8,2,1019.44,5,3,4,12,1683
16787,32,4,1017.53,4,4,4,12,1688
17655,1,3,1013.5400000000001,5,3,4,12,1694
17540,18,4,1011.7,4,4,4,12,1697
17321,29,4,1008.05,4,4,4,12,1699
17341,1,3,1006.53,5,3,4,12,1702
13857,28,6,1001.01,4,4,4,12,1708
17984,27,4,999.51,4,4,4,12,1710
13723,27,5,994.23,4,4,4,12,1716
13821,28,4,993.44,4,4,4,12,1717
12577,16,5,990.5,4,4,4,12,1721
14585,17,4,986.22,4,4,4,12,1725
16016,1,4,980.91,5,4,3,12,1731
15882,3,6,979.62,5,4,3,12,1736
14454,11,5,977.3,5,4,3,12,1739
18071,0,5,975.63,5,4,3,12,1742
13497,3,5,972.28,5,4,3,12,1748
17950,0,6,947.26,5,4,3,12,1780
16199,27,7,942.75,4,5,3,12,1786
14573,7,5,925.3,5,4,3,12,1804
17322,11,5,922.59,5,4,3,12,1809
14605,9,4,921.5600000000001,5,4,3,12,1810
15661,14,6,906.15,5,4,3,12,1835
16987,11,4,904.6,5,4,3,12,1837
14813,4,4,888.91,5,4,3,12,1857
17368,10,6,879.42,5,4,3,12,1874
14437,0,5,873.34,5,4,3,12,1881
16287,11,4,864.48,5,4,3,12,1892
12791,8,6,863.51,5,4,3,12,1893
14901,1,5,860.11,5,4,3,12,1894
17043,10,4,858.47,5,4,3,12,1898
15021,1,4,826.91,5,4,3,12,1951
16048,8,4,818.7900000000001,5,4,3,12,1963
17790,13,6,815.11,5,4,3,12,1973
13145,7,4,805.0,5,4,3,12,1981
17135,6,4,798.03,5,4,3,12,1988
17281,9,6,797.8499999999999,5,4,3,12,1991
16955,3,4,790.74,5,4,3,12,1999
14618,11,4,788.88,5,4,3,12,2002
17952,13,4,788.46,5,4,3,12,2003
16784,11,4,784.73,5,4,3,12,2009
15850,11,4,771.87,5,4,3,12,2027
17987,11,4,766.87,5,4,3,12,2040
16638,3,6,749.8100000000001,5,4,3,12,2066
15605,8,5,738.57,5,4,3,12,2092
18116,11,5,731.38,5,4,3,12,2101
16907,0,5,722.05,5,4,3,12,2120
17860,3,4,717.39,5,4,3,12,2129
16658,3,6,690.83,5,4,3,12,2165
15235,4,6,690.3000000000001,5,4,3,12,2166
15356,3,4,664.66,5,4,3,12,2203
17796,4,4,661.04,5,4,3,12,2213
15945,0,4,646.27,5,4,3,12,2240
17062,0,4,645.8100000000001,5,4,3,12,2241
14078,8,4,640.34,5,4,3,12,2255
17760,8,5,631.34,5,4,3,12,2285
15107,7,4,620.85,5,4,3,12,2311
12855,7,4,612.84,5,4,3,12,2332
17968,8,4,590.44,5,4,3,12,2386
15038,4,4,579.67,5,4,3,12,2407
16668,22,7,555.7,4,5,3,12,2451
18039,9,4,548.22,5,4,3,12,2476
17889,9,5,545.05,5,4,3,12,2482
17572,8,7,496.26000000000005,5,5,2,12,2598
12482,211,29,23691.4,1,5,5,11,32
17133,109,5,9730.09,2,4,5,11,116
