Customer ID,Recency,Frequency,Monetary,Customer_Segment,Average_Order_Value
13764.0,205,3,1400.2,Potential Loyalists,466.73333333333335
13765.0,289,1,352.821,Lost / Hibernating,352.821
13766.0,131,1,190.35,Lost / Hibernating,190.35
13767.0,5,39,18320.170000000002,VIP / Champions,469.74794871794876
13768.0,362,2,875.97,At Risk,437.985
13769.0,3,11,3003.9100000000003,VIP / Champions,273.0827272727273
13770.0,58,4,785.37,Loyal Customers,196.3425
13771.0,169,5,3094.37,Loyal Customers,618.874
13772.0,36,5,1977.39,Loyal Customers,395.478
13773.0,32,2,301.54,Potential Loyalists,150.77
13775.0,226,1,1049.66,At Risk,1049.66
13776.0,64,2,623.98,Potential Loyalists,311.99
13777.0,2,37,30501.260000000002,VIP / Champions,824.3583783783785
13778.0,127,3,945.79,Potential Loyalists,315.2633333333333
13779.0,151,1,161.13,Lost / Hibernating,161.13
13780.0,43,1,372.06,At Risk,372.06
13781.0,228,2,650.99,At Risk,325.495
13782.0,89,7,877.22,Loyal Customers,125.31714285714285
13783.0,123,4,1542.09,Loyal Customers,385.5225
13784.0,70,3,447.44,Potential Loyalists,149.14666666666668
13785.0,64,4,542.49,Loyal Customers,135.6225
13786.0,3,6,3127.99,VIP / Champions,521.3316666666666
13787.0,94,4,913.46,Potential Loyalists,228.365
13788.0,141,1,3.75,Lost / Hibernating,3.75
13789.0,24,1,239.45999999999998,At Risk,239.45999999999998
13792.0,58,1,188.4,At Risk,188.4
13793.0,282,1,96.0,Lost / Hibernating,96.0
13794.0,182,1,126.03,Lost / Hibernating,126.03
13795.0,24,4,836.3,Loyal Customers,209.075
13796.0,135,1,289.7,At Risk,289.7
13797.0,72,3,1179.45,Potential Loyalists,393.15000000000003
13798.0,8,54,38683.02,VIP / Champions,716.3522222222222
13799.0,80,7,2114.71,Loyal Customers,302.1014285714286
13800.0,66,2,1121.24,Potential Loyalists,560.62
13802.0,10,16,21659.69,VIP / Champions,1353.730625
13803.0,67,2,1061.84,Potential Loyalists,530.92
13804.0,71,2,572.73,Potential Loyalists,286.365
13807.0,3,3,422.2,Loyal Customers,140.73333333333332
13809.0,30,2,524.65,Potential Loyalists,262.325
13813.0,163,4,1398.61,Loyal Customers,349.6525
13814.0,163,1,678.2,At Risk,678.2
13815.0,42,4,3448.38,Loyal Customers,862.095
13818.0,65,1,61.28,At Risk,61.28
13819.0,305,3,1502.0,Potential Loyalists,500.6666666666667
13820.0,54,3,652.75,Potential Loyalists,217.58333333333334
13821.0,29,4,993.44,Loyal Customers,248.36
13823.0,16,5,2445.79,VIP / Champions,489.158
13824.0,15,7,1615.82,VIP / Champions,230.83142857142857
13825.0,257,2,255.59,At Risk,127.795
13829.0,57,1,102.0,At Risk,102.0
13830.0,217,1,156.85000000000002,Lost / Hibernating,156.85000000000002
13831.0,5,13,4795.09,VIP / Champions,368.8530769230769
13832.0,58,1,557.6899999999999,Potential Loyalists,557.6899999999999
13833.0,40,1,316.56,At Risk,316.56
13834.0,212,2,324.19,At Risk,162.095
13835.0,155,3,260.7,Potential Loyalists,86.89999999999999
13836.0,35,2,620.37,Potential Loyalists,310.185
13838.0,5,7,1245.91,VIP / Champions,177.98714285714286
13839.0,122,1,139.95000000000002,Lost / Hibernating,139.95000000000002
13840.0,52,1,651.4,Potential Loyalists,651.4
13842.0,2,10,2244.29,VIP / Champions,224.429
13843.0,17,1,319.75,Potential Loyalists,319.75
13846.0,35,1,442.73,Potential Loyalists,442.73
13847.0,355,1,310.72,Lost / Hibernating,310.72
13848.0,2,6,2080.0,VIP / Champions,346.6666666666667
13849.0,33,3,1931.35,Loyal Customers,643.7833333333333
13851.0,15,5,1955.0,VIP / Champions,391.0
13852.0,246,1,187.35000000000002,Lost / Hibernating,187.35000000000002
13854.0,1,15,4144.44,VIP / Champions,276.296
13855.0,136,4,1310.3400000000001,Loyal Customers,327.58500000000004
13856.0,99,8,753.53,Loyal Customers,94.19125
13857.0,29,6,1001.01,Loyal Customers,166.835
13859.0,165,1,314.7,At Risk,314.7
13861.0,65,2,273.26,Potential Loyalists,136.63
13862.0,25,1,346.73,Potential Loyalists,346.73
13863.0,101,3,933.77,Potential Loyalists,311.25666666666666
13864.0,22,1,662.4000000000001,Potential Loyalists,662.4000000000001
13869.0,17,6,4913.22,VIP / Champions,818.87
13870.0,23,7,2941.14,VIP / Champions,420.16285714285715
13871.0,64,4,1482.6,Loyal Customers,370.65
13872.0,163,3,919.57,Potential Loyalists,306.52333333333337
13873.0,19,5,649.32,Loyal Customers,129.864
13874.0,140,6,1508.7,Loyal Customers,251.45000000000002
13875.0,23,9,3027.58,VIP / Champions,336.3977777777778
13877.0,106,2,332.44,At Risk,166.22
13878.0,183,3,1145.33,Potential Loyalists,381.77666666666664
13879.0,281,1,395.5,Lost / Hibernating,395.5
13880.0,3,5,1171.89,VIP / Champions,234.37800000000001
13881.0,11,23,28019.58,VIP / Champions,1218.2426086956523
13883.0,39,10,3885.54,VIP / Champions,388.554
13884.0,12,5,1037.43,VIP / Champions,207.48600000000002
13888.0,40,5,1405.92,Loyal Customers,281.184
13889.0,18,5,1574.3300000000002,Loyal Customers,314.86600000000004
13890.0,10,4,1043.57,VIP / Champions,260.8925
13891.0,14,3,859.21,Loyal Customers,286.40333333333336
13892.0,113,2,634.68,Potential Loyalists,317.34
13895.0,151,2,1415.45,Potential Loyalists,707.725
13896.0,261,1,388.55,Lost / Hibernating,388.55
13897.0,74,2,849.56,Potential Loyalists,424.78
13898.0,47,1,530.47,Potential Loyalists,530.47
13900.0,25,3,869.64,Loyal Customers,289.88
13901.0,10,10,2809.14,VIP / Champions,280.914
13902.0,268,5,34095.26,Loyal Customers,6819.052000000001
13903.0,36,1,165.45000000000002,At Risk,165.45000000000002
13905.0,368,1,312.65,Lost / Hibernating,312.65
13906.0,45,1,42.0,At Risk,42.0
13907.0,327,1,136.8,Lost / Hibernating,136.8
13909.0,59,2,282.85,Potential Loyalists,141.425
13911.0,15,11,1654.08,VIP / Champions,150.3709090909091
13912.0,59,1,124.95,At Risk,124.95
13913.0,142,1,42.22,Lost / Hibernating,42.22
13915.0,30,1,70.80000000000001,At Risk,70.80000000000001
13916.0,99,4,1275.81,Loyal Customers,318.9525
13919.0,60,2,975.87,Potential Loyalists,487.935
13920.0,67,4,1774.68,Loyal Customers,443.67
13921.0,38,4,730.7,Loyal Customers,182.675
13922.0,73,2,692.95,Potential Loyalists,346.475
13927.0,73,1,359.27,At Risk,359.27
13929.0,52,9,2651.45,VIP / Champions,294.60555555555555
13931.0,28,9,4019.85,VIP / Champions,446.65
13935.0,232,3,6116.92,Potential Loyalists,2038.9733333333334
13936.0,18,2,563.08,Potential Loyalists,281.54
13937.0,38,1,721.28,Potential Loyalists,721.28
13939.0,67,4,992.41,Loyal Customers,248.1025
13941.0,8,11,6009.34,VIP / Champions,546.3036363636364
13942.0,170,1,320.0,At Risk,320.0
13943.0,213,1,246.54,Lost / Hibernating,246.54
13944.0,289,1,200.43,Lost / Hibernating,200.43
13945.0,30,2,854.15,Potential Loyalists,427.075
13946.0,12,3,1314.66,Loyal Customers,438.22
13948.0,47,3,446.76,Potential Loyalists,148.92
13952.0,16,12,9572.45,VIP / Champions,797.7041666666668
13953.0,45,5,3125.0,Loyal Customers,625.0
13955.0,11,1,221.10999999999999,Potential Loyalists,221.10999999999999
13957.0,53,3,458.25,Potential Loyalists,152.75
13958.0,15,8,4709.2300000000005,VIP / Champions,588.6537500000001
13959.0,35,3,470.73,Potential Loyalists,156.91
13961.0,28,1,538.4,Potential Loyalists,538.4
13962.0,71,1,193.25,At Risk,193.25
13963.0,3,14,2347.33,VIP / Champions,167.66642857142855
13964.0,23,2,438.9,Potential Loyalists,219.45
13965.0,112,3,996.61,Potential Loyalists,332.2033333333333
13966.0,71,1,384.26,At Risk,384.26
13967.0,32,1,85.6,At Risk,85.6
13968.0,59,1,123.66,At Risk,123.66
13969.0,1,18,4266.88,VIP / Champions,237.04888888888888
13970.0,22,2,846.55,Potential Loyalists,423.275
13971.0,59,6,1909.31,Loyal Customers,318.2183333333333
13974.0,218,1,264.13,Lost / Hibernating,264.13
13975.0,29,6,2795.16,VIP / Champions,465.85999999999996
13976.0,142,3,834.38,Potential Loyalists,278.12666666666667
13977.0,47,1,519.8100000000001,Potential Loyalists,519.8100000000001
13979.0,29,6,2510.06,VIP / Champions,418.3433333333333
13980.0,75,4,568.68,Potential Loyalists,142.17
13981.0,51,1,331.14,At Risk,331.14
13982.0,1,6,2511.08,VIP / Champions,418.5133333333333
13983.0,2,10,4479.82,VIP / Champions,447.98199999999997
13984.0,2,8,1128.09,VIP / Champions,141.01125
13985.0,10,7,2960.73,VIP / Champions,422.9614285714286
13987.0,15,2,682.54,Loyal Customers,341.27
13988.0,19,2,609.84,Potential Loyalists,304.92
13989.0,100,3,759.98,Potential Loyalists,253.32666666666668
13992.0,16,2,142.7,Potential Loyalists,71.35
13993.0,15,10,3309.35,VIP / Champions,330.935
13995.0,15,9,2508.32,VIP / Champions,278.70222222222225
13996.0,22,2,895.76,Potential Loyalists,447.88
13997.0,155,3,376.46,Potential Loyalists,125.48666666666666
13998.0,82,3,566.7,Potential Loyalists,188.9
13999.0,10,17,5600.45,VIP / Champions,329.43823529411765
14000.0,50,4,1410.68,Loyal Customers,352.67
14001.0,9,7,2487.01,VIP / Champions,355.2871428571429
14003.0,368,1,209.41,Lost / Hibernating,209.41
14004.0,29,4,1675.81,Loyal Customers,418.9525
14006.0,164,4,1234.48,Loyal Customers,308.62
14007.0,148,1,79.48,Lost / Hibernating,79.48
14008.0,68,1,509.04,Potential Loyalists,509.04
14009.0,98,1,404.3,At Risk,404.3
14010.0,201,2,445.15,At Risk,222.575
14011.0,116,2,457.82,At Risk,228.91
14013.0,16,2,611.5500000000001,Potential Loyalists,305.77500000000003
14014.0,12,2,1443.03,Loyal Customers,721.515
14016.0,32,7,7062.2,VIP / Champions,1008.8857142857142
14017.0,207,1,229.75,Lost / Hibernating,229.75
14018.0,281,1,367.15000000000003,Lost / Hibernating,367.15000000000003
14020.0,112,2,606.21,Potential Loyalists,303.105
14021.0,10,4,1084.68,VIP / Champions,271.17
14022.0,122,1,352.15000000000003,At Risk,352.15000000000003
14024.0,26,1,318.04,Potential Loyalists,318.04
14025.0,100,8,4057.9,Loyal Customers,507.2375
14026.0,106,2,713.11,Potential Loyalists,356.555
14028.0,186,3,10396.5,Potential Loyalists,3465.5
14030.0,2,14,5839.46,VIP / Champions,417.1042857142857
14031.0,1,27,23632.72,VIP / Champions,875.285925925926
14032.0,2,6,1874.68,VIP / Champions,312.44666666666666
14033.0,191,1,109.44,Lost / Hibernating,109.44
14035.0,42,4,1366.73,Loyal Customers,341.6825
14037.0,114,4,689.75,Potential Loyalists,172.4375
14038.0,33,2,1509.5,Loyal Customers,754.75
14039.0,211,1,115.08000000000001,Lost / Hibernating,115.08000000000001
14040.0,22,23,8963.49,VIP / Champions,389.7169565217391
14042.0,361,1,431.98,Lost / Hibernating,431.98
14043.0,127,2,302.6,At Risk,151.3
14044.0,54,6,2431.28,Loyal Customers,405.21333333333337
14045.0,9,13,9653.279999999999,VIP / Champions,742.56
14047.0,8,10,2946.42,VIP / Champions,294.642
14048.0,18,2,338.76,Potential Loyalists,169.38
14049.0,23,9,7444.68,VIP / Champions,827.1866666666667
14051.0,2,15,6784.01,VIP / Champions,452.26733333333334
14052.0,26,1,241.3,At Risk,241.3
14053.0,33,2,312.05,Potential Loyalists,156.025
14055.0,213,2,795.3199999999999,At Risk,397.65999999999997
14057.0,17,5,2135.0,Loyal Customers,427.0
14058.0,98,2,469.19,At Risk,234.595
14060.0,2,13,3378.66,VIP / Champions,259.8969230769231
14061.0,143,3,917.4300000000001,Potential Loyalists,305.81
14062.0,10,12,15120.800000000001,VIP / Champions,1260.0666666666668
14063.0,74,9,22710.2,Loyal Customers,2523.355555555556
14064.0,66,10,1925.9,Loyal Customers,192.59
14065.0,25,3,891.02,Loyal Customers,297.00666666666666
14068.0,239,3,1250.8700000000001,Potential Loyalists,416.9566666666667
14069.0,150,2,225.81,At Risk,112.905
14070.0,320,1,321.6,Lost / Hibernating,321.6
14072.0,302,1,390.85,Lost / Hibernating,390.85
14074.0,259,1,219.39999999999998,Lost / Hibernating,219.39999999999998
14075.0,39,3,792.61,Potential Loyalists,264.2033333333333
14077.0,31,1,115.66,At Risk,115.66
14078.0,9,4,640.34,Loyal Customers,160.085
14079.0,318,1,243.63,Lost / Hibernating,243.63
14080.0,49,4,1070.08,Loyal Customers,267.52
14081.0,5,9,4369.47,VIP / Champions,485.49666666666667
14082.0,28,1,231.10999999999999,At Risk,231.10999999999999
14083.0,7,3,373.3,Loyal Customers,124.43333333333334
14084.0,148,1,150.5,Lost / Hibernating,150.5
14085.0,4,16,5607.43,VIP / Champions,350.464375
14086.0,98,1,39.95,Lost / Hibernating,39.95
14087.0,40,2,638.0,Potential Loyalists,319.0
14088.0,42,3,13544.99,Loyal Customers,4514.996666666667
14091.0,290,2,9530.08,Potential Loyalists,4765.04
14092.0,10,10,3152.54,VIP / Champions,315.254
14094.0,75,1,311.77,At Risk,311.77
14095.0,358,1,2.95,Lost / Hibernating,2.95
14097.0,117,2,422.85999999999996,At Risk,211.42999999999998
14099.0,11,9,2646.7400000000002,VIP / Champions,294.08222222222224
14101.0,24,7,3985.14,VIP / Champions,569.3057142857143
14103.0,301,1,0.0,Lost / Hibernating,0.0
14104.0,25,3,527.3199999999999,Loyal Customers,175.7733333333333
14105.0,44,4,4722.6,Loyal Customers,1180.65
14106.0,373,1,214.79999999999998,Lost / Hibernating,214.79999999999998
14107.0,84,4,2174.07,Loyal Customers,543.5175
14108.0,367,2,447.05,At Risk,223.525
14110.0,71,21,7304.8,VIP / Champions,347.84761904761905
14112.0,87,6,2919.44,Loyal Customers,486.5733333333333
14113.0,11,12,5252.1900000000005,VIP / Champions,437.68250000000006
14114.0,31,5,977.5600000000001,Loyal Customers,195.512
14115.0,137,2,622.6700000000001,Potential Loyalists,311.33500000000004
14118.0,64,1,458.45,At Risk,458.45
14119.0,11,2,183.37,Potential Loyalists,91.685
14122.0,42,3,362.42,Potential Loyalists,120.80666666666667
14123.0,369,1,436.18,Lost / Hibernating,436.18
14126.0,80,1,466.33000000000004,At Risk,466.33000000000004
14127.0,16,3,1190.3700000000001,Loyal Customers,396.79
14128.0,187,1,286.71,Lost / Hibernating,286.71
14129.0,35,4,1467.48,Loyal Customers,366.87
14130.0,11,3,1377.86,Loyal Customers,459.28666666666663
14131.0,284,1,168.22,Lost / Hibernating,168.22
14133.0,369,1,305.5,Lost / Hibernating,305.5
14134.0,18,15,11123.35,VIP / Champions,741.5566666666667
14135.0,3,11,4953.61,VIP / Champions,450.3281818181818
14136.0,36,5,1570.81,Loyal Customers,314.162
14137.0,331,1,332.7,Lost / Hibernating,332.7
14139.0,126,3,670.98,Potential Loyalists,223.66
14142.0,9,2,671.34,Loyal Customers,335.67
14144.0,122,1,30.599999999999998,Lost / Hibernating,30.599999999999998
14145.0,95,3,3857.85,Loyal Customers,1285.95
14146.0,19,7,5259.3,VIP / Champions,751.3285714285714
14147.0,24,7,2106.8,VIP / Champions,300.9714285714286
14148.0,50,1,309.09000000000003,At Risk,309.09000000000003
14151.0,309,2,679.45,At Risk,339.725
14152.0,23,5,1376.05,Loyal Customers,275.21
14153.0,119,1,233.4,Lost / Hibernating,233.4
14154.0,17,6,5115.08,VIP / Champions,852.5133333333333
14156.0,7,102,196549.74,VIP / Champions,1926.9582352941175
14157.0,25,3,553.8000000000001,Loyal Customers,184.60000000000002
14159.0,15,9,3230.45,VIP / Champions,358.93888888888887
14160.0,246,7,8421.47,Loyal Customers,1203.0671428571427
14161.0,5,5,2182.46,VIP / Champions,436.492
14163.0,98,1,148.71,Lost / Hibernating,148.71
14166.0,141,2,251.15,At Risk,125.575
14167.0,100,4,711.7,Potential Loyalists,177.925
14168.0,56,2,370.45,Potential Loyalists,185.225
14169.0,66,2,621.51,Potential Loyalists,310.755
14170.0,11,3,570.18,Loyal Customers,190.05999999999997
14171.0,366,1,135.0,Lost / Hibernating,135.0
14172.0,241,3,369.02,At Risk,123.00666666666666
14173.0,277,2,135.16,Lost / Hibernating,67.58
14175.0,54,5,4456.58,Loyal Customers,891.316
14176.0,3,2,339.11,Potential Loyalists,169.555
14177.0,17,9,1660.23,VIP / Champions,184.47
14180.0,8,9,1570.73,VIP / Champions,174.52555555555557
14181.0,46,2,308.35,Potential Loyalists,154.175
14182.0,79,4,678.77,Potential Loyalists,169.6925
14183.0,47,2,278.34000000000003,Potential Loyalists,139.17000000000002
14186.0,63,5,1550.63,Loyal Customers,310.12600000000003
14187.0,109,1,123.5,Lost / Hibernating,123.5
14189.0,4,2,1160.31,Loyal Customers,580.155
14190.0,302,1,79.9,Lost / Hibernating,79.9
14191.0,30,2,132.9,Potential Loyalists,66.45
14192.0,24,1,293.74,Potential Loyalists,293.74
14193.0,32,1,356.8,Potential Loyalists,356.8
14194.0,28,15,7321.07,VIP / Champions,488.0713333333333
14195.0,75,4,1603.6,Loyal Customers,400.9
14197.0,46,1,390.05,At Risk,390.05
14198.0,36,5,868.33,Loyal Customers,173.666
14199.0,59,3,906.3,Potential Loyalists,302.09999999999997
14200.0,253,1,379.2,Lost / Hibernating,379.2
14201.0,45,3,446.1,Potential Loyalists,148.70000000000002
14202.0,17,3,847.76,Loyal Customers,282.58666666666664
14203.0,33,1,339.34,Potential Loyalists,339.34
14204.0,58,3,874.22,Potential Loyalists,291.4066666666667
14205.0,30,7,1947.5,VIP / Champions,278.2142857142857
14206.0,24,2,856.85,Potential Loyalists,428.425
14207.0,323,1,157.8,Lost / Hibernating,157.8
14208.0,187,1,415.31,Lost / Hibernating,415.31
14209.0,21,9,2919.84,VIP / Champions,324.4266666666667
14210.0,7,11,3955.6800000000003,VIP / Champions,359.60727272727274
14211.0,47,9,2161.19,VIP / Champions,240.13222222222223
14212.0,81,1,1119.6599999999999,Potential Loyalists,1119.6599999999999
14213.0,40,1,1192.2,Potential Loyalists,1192.2
14215.0,4,4,1626.61,VIP / Champions,406.6525
14216.0,50,1,310.74,At Risk,310.74
14217.0,2,7,1411.91,VIP / Champions,201.70142857142858
14219.0,45,2,543.89,Potential Loyalists,271.945
14220.0,203,2,882.5999999999999,At Risk,441.29999999999995
14221.0,85,8,3084.69,Loyal Customers,385.58625
14224.0,26,5,831.98,Loyal Customers,166.39600000000002
14225.0,70,4,2031.07,Loyal Customers,507.7675
14226.0,77,1,770.34,At Risk,770.34
14227.0,50,5,3017.75,Loyal Customers,603.55
14228.0,73,3,745.5,Potential Loyalists,248.5
14229.0,39,4,1046.84,Loyal Customers,261.71
14230.0,71,3,979.8000000000001,Potential Loyalists,326.6
14231.0,86,1,309.91,At Risk,309.91
14233.0,101,3,1441.55,Potential Loyalists,480.51666666666665
14235.0,134,4,1573.1299999999999,Loyal Customers,393.28249999999997
14236.0,8,4,1253.78,VIP / Champions,313.445
14237.0,9,2,471.14,Potential Loyalists,235.57
14238.0,298,2,287.38,At Risk,143.69
14239.0,67,10,1882.3200000000002,Loyal Customers,188.23200000000003
14240.0,59,1,357.15,At Risk,357.15
14241.0,332,1,120.0,Lost / Hibernating,120.0
14243.0,1,8,4842.28,VIP / Champions,605.285
14244.0,296,1,366.41999999999996,Lost / Hibernating,366.41999999999996
14247.0,40,4,616.79,Loyal Customers,154.1975
14248.0,95,2,730.37,Potential Loyalists,365.185
14249.0,46,12,5400.461,VIP / Champions,450.0384166666667
14252.0,17,1,350.99,Potential Loyalists,350.99
14253.0,129,2,363.40000000000003,At Risk,181.70000000000002
14254.0,68,1,601.03,Potential Loyalists,601.03
14255.0,182,1,1000.63,At Risk,1000.63
14256.0,127,3,1491.73,Potential Loyalists,497.24333333333334
14257.0,16,4,2854.73,VIP / Champions,713.6825
14258.0,31,16,19381.36,VIP / Champions,1211.335
14260.0,107,3,824.28,Potential Loyalists,274.76
14263.0,59,1,322.93,At Risk,322.93
14264.0,15,4,1183.39,VIP / Champions,295.8475
14265.0,100,2,843.17,Potential Loyalists,421.585
14266.0,64,1,40.56,At Risk,40.56
14268.0,106,1,354.85,At Risk,354.85
14269.0,75,1,295.73,At Risk,295.73
14271.0,45,1,101.86,At Risk,101.86
14272.0,198,2,482.85,At Risk,241.425
14274.0,322,1,256.6,Lost / Hibernating,256.6
14275.0,31,6,1189.3799999999999,Loyal Customers,198.23
14276.0,43,4,982.94,Loyal Customers,245.735
14277.0,47,6,13009.61,Loyal Customers,2168.2683333333334
14278.0,45,1,205.83,At Risk,205.83
14279.0,156,2,191.86,At Risk,95.93
14281.0,44,1,245.15,At Risk,245.15
14282.0,3,11,4120.32,VIP / Champions,374.57454545454544
14283.0,99,4,628.4399999999999,Potential Loyalists,157.10999999999999
14284.0,289,1,704.4,At Risk,704.4
14285.0,149,4,1374.41,Loyal Customers,343.6025
14286.0,40,4,3851.0099999999998,Loyal Customers,962.7524999999999
14290.0,49,3,2201.91,Loyal Customers,733.9699999999999
14291.0,16,12,4020.85,VIP / Champions,335.0708333333333
14292.0,46,7,4354.32,VIP / Champions,622.0457142857142
14293.0,4,6,2221.37,VIP / Champions,370.2283333333333
14294.0,43,1,375.34,At Risk,375.34
14295.0,74,4,2196.71,Loyal Customers,549.1775
14296.0,57,2,456.40000000000003,Potential Loyalists,228.20000000000002
14298.0,11,38,39667.19,VIP / Champions,1043.8734210526316
14299.0,1,19,10533.87,VIP / Champions,554.4142105263159
14301.0,52,3,1352.04,Loyal Customers,450.68
14302.0,66,3,742.9000000000001,Potential Loyalists,247.63333333333335
14303.0,43,2,277.94,Potential Loyalists,138.97
14304.0,15,2,1341.56,Loyal Customers,670.78
14306.0,14,4,1058.0800000000002,VIP / Champions,264.52000000000004
14307.0,9,5,2075.31,VIP / Champions,415.062
14308.0,185,2,1147.02,Potential Loyalists,573.51
14309.0,49,2,1428.28,Potential Loyalists,714.14
14310.0,68,1,492.1,At Risk,492.1
14311.0,203,1,206.19,Lost / Hibernating,206.19
14312.0,14,5,1478.7,VIP / Champions,295.74
14314.0,66,1,109.80000000000001,At Risk,109.80000000000001
14315.0,200,2,716.69,At Risk,358.345
14316.0,58,5,1370.34,Loyal Customers,274.068
14318.0,96,1,158.02,Lost / Hibernating,158.02
14319.0,60,1,494.85,At Risk,494.85
14320.0,182,3,868.96,Potential Loyalists,289.65333333333336
14321.0,67,2,687.3100000000001,Potential Loyalists,343.65500000000003
14322.0,65,4,474.1,Potential Loyalists,118.525
14324.0,45,2,701.61,Potential Loyalists,350.805
14325.0,205,1,245.48000000000002,Lost / Hibernating,245.48000000000002
14326.0,99,2,757.13,Potential Loyalists,378.565
14327.0,18,5,1583.28,Loyal Customers,316.656
14328.0,74,1,445.05,At Risk,445.05
14329.0,11,8,4912.38,VIP / Champions,614.0475
14330.0,259,1,200.63,Lost / Hibernating,200.63
14332.0,17,2,1077.2,Loyal Customers,538.6
14334.0,61,4,1766.27,Loyal Customers,441.5675
14338.0,172,1,339.88,At Risk,339.88
14339.0,64,1,310.75,At Risk,310.75
14341.0,56,10,2285.04,VIP / Champions,228.504
14342.0,68,2,249.88,At Risk,124.94
14343.0,57,4,1079.66,Loyal Customers,269.915
14344.0,3,14,2443.77,VIP / Champions,174.555
14346.0,61,3,1294.17,Loyal Customers,431.39000000000004
14347.0,372,1,82.6,Lost / Hibernating,82.6
14350.0,16,2,689.1,Potential Loyalists,344.55
14353.0,46,2,285.9,Potential Loyalists,142.95
14355.0,1,3,840.0500000000001,Loyal Customers,280.0166666666667
14358.0,25,2,400.06,Potential Loyalists,200.03
14361.0,214,1,214.70999999999998,Lost / Hibernating,214.70999999999998
14363.0,38,2,227.47000000000003,At Risk,113.73500000000001
14365.0,30,2,634.68,Potential Loyalists,317.34
14366.0,161,1,136.0,Lost / Hibernating,136.0
14369.0,278,2,469.13,At Risk,234.565
14370.0,86,6,1175.78,Loyal Customers,195.96333333333334
14372.0,79,2,860.08,Potential Loyalists,430.04
14374.0,177,1,108.0,Lost / Hibernating,108.0
14375.0,86,2,871.26,Potential Loyalists,435.63
14376.0,319,1,215.46,Lost / Hibernating,215.46
14378.0,257,1,131.25,Lost / Hibernating,131.25
14379.0,29,2,917.06,Potential Loyalists,458.53
14380.0,318,1,48.96,Lost / Hibernating,48.96
14381.0,87,1,423.26,At Risk,423.26
14382.0,26,1,578.14,Potential Loyalists,578.14
14384.0,136,1,58.5,Lost / Hibernating,58.5
14388.0,8,9,3488.16,VIP / Champions,387.5733333333333
14389.0,60,3,854.55,Potential Loyalists,284.84999999999997
14390.0,8,5,1731.16,VIP / Champions,346.232
14391.0,212,1,135.6,Lost / Hibernating,135.6
14392.0,68,1,266.4,At Risk,266.4
14394.0,200,1,93.8,Lost / Hibernating,93.8
14395.0,8,12,4630.7,VIP / Champions,385.89166666666665
14396.0,7,6,1591.74,VIP / Champions,265.29
14398.0,37,2,707.79,Potential Loyalists,353.895
14399.0,30,8,2108.21,VIP / Champions,263.52625
14400.0,44,2,1157.77,Potential Loyalists,578.885
14401.0,60,9,2744.42,VIP / Champions,304.93555555555554
14402.0,288,1,285.6,Lost / Hibernating,285.6
14403.0,225,2,404.7,At Risk,202.35
14404.0,5,8,1404.04,VIP / Champions,175.505
14405.0,22,1,195.0,At Risk,195.0
14408.0,107,4,1503.2400000000002,Loyal Customers,375.81000000000006
14409.0,4,5,1696.64,VIP / Champions,339.32800000000003
14410.0,12,2,1531.63,Loyal Customers,765.815
14412.0,60,1,656.16,Potential Loyalists,656.16
14413.0,46,3,643.47,Potential Loyalists,214.49
14414.0,10,1,902.35,Potential Loyalists,902.35
14415.0,15,10,6124.52,VIP / Champions,612.452
14417.0,23,1,524.65,Potential Loyalists,524.65
14419.0,18,1,202.85,At Risk,202.85
14420.0,32,3,1251.65,Loyal Customers,417.2166666666667
14421.0,148,4,1656.26,Loyal Customers,414.065
14422.0,10,13,6007.88,VIP / Champions,462.1446153846154
14423.0,73,2,651.41,Potential Loyalists,325.705
14425.0,70,3,661.39,Potential Loyalists,220.46333333333334
14426.0,39,7,7246.27,VIP / Champions,1035.1814285714286
14427.0,130,2,900.1800000000001,Potential Loyalists,450.09000000000003
14429.0,39,1,516.28,Potential Loyalists,516.28
14430.0,147,3,1220.9,Potential Loyalists,406.9666666666667
14431.0,15,3,2143.84,VIP / Champions,714.6133333333333
14433.0,101,1,280.7,At Risk,280.7
14435.0,137,1,90.42,Lost / Hibernating,90.42
14436.0,189,1,182.64000000000001,Lost / Hibernating,182.64000000000001
14437.0,1,5,873.34,Loyal Customers,174.668
14439.0,79,4,6781.8,Loyal Customers,1695.45
14440.0,1,9,4281.05,VIP / Champions,475.6722222222222
14441.0,10,7,2898.8,VIP / Champions,414.11428571428576
14442.0,50,5,3777.2,Loyal Customers,755.4399999999999
14443.0,4,2,966.27,Loyal Customers,483.135
14444.0,92,1,120.44,Lost / Hibernating,120.44
14445.0,91,1,221.65,Lost / Hibernating,221.65
14446.0,22,1,189.93,At Risk,189.93
14447.0,36,1,548.5,Potential Loyalists,548.5
14449.0,8,5,1555.4,VIP / Champions,311.08000000000004
14450.0,15,4,645.19,Loyal Customers,161.2975
14451.0,25,10,2614.78,VIP / Champions,261.478
14452.0,31,2,399.9,Potential Loyalists,199.95
14454.0,12,5,977.3,Loyal Customers,195.45999999999998
14455.0,68,4,617.72,Loyal Customers,154.43
14458.0,16,1,228.07,At Risk,228.07
14459.0,287,1,3537.821,Potential Loyalists,3537.821
14460.0,32,6,659.16,Loyal Customers,109.86
14461.0,18,10,4573.85,VIP / Champions,457.38500000000005
14462.0,68,1,262.24,At Risk,262.24
14463.0,135,1,256.95,At Risk,256.95
14464.0,204,2,111.0,Lost / Hibernating,55.5
