Customer ID,Recency,Frequency,Monetary,Cluster,KMeans_Segment
13317.0,21,13,4212.411,0,At Risk
13319.0,1,34,11236.95,3,Loyal Customers
13320.0,70,2,679.4,0,At Risk
13324.0,64,8,3391.52,0,At Risk
13326.0,68,1,281.76,0,At Risk
13327.0,1,14,6251.71,0,At Risk
13329.0,2,7,4323.97,0,At Risk
13330.0,91,3,1655.17,0,At Risk
13331.0,37,1,262.4,0,At Risk
13333.0,47,3,1015.74,0,At Risk
13334.0,172,2,2699.48,1,Lost
13337.0,182,1,1575.26,1,Lost
13338.0,177,3,1958.6,1,Lost
13340.0,53,5,11364.08,0,At Risk
13346.0,98,6,299.4,0,At Risk
13357.0,130,4,3196.11,0,At Risk
13359.0,39,1,603.75,0,At Risk
13360.0,67,4,1553.65,0,At Risk
13361.0,108,2,1450.5,0,At Risk
13362.0,14,3,2303.33,0,At Risk
13363.0,45,1,731.36,0,At Risk
13367.0,67,1,510.20000000000005,0,At Risk
13368.0,50,2,498.1,0,At Risk
13369.0,1,1,308.28000000000003,0,At Risk
13370.0,7,1,754.87,0,At Risk
13371.0,141,2,2297.66,0,At Risk
13373.0,51,3,4274.94,0,At Risk
13374.0,50,2,422.8,0,At Risk
13375.0,80,1,1013.58,0,At Risk
13377.0,32,2,1552.88,0,At Risk
13380.0,68,1,62.4,0,At Risk
13381.0,15,6,4585.06,0,At Risk
13382.0,64,4,1164.59,0,At Risk
13383.0,179,1,305.28000000000003,1,Lost
13384.0,26,4,2528.9,0,At Risk
13386.0,50,2,835.46,0,At Risk
13387.0,53,1,186.94,0,At Risk
13388.0,239,1,508.55,1,Lost
13392.0,313,1,91.14,1,Lost
13393.0,219,4,1131.45,1,Lost
13394.0,15,11,4101.68,0,At Risk
13395.0,36,2,872.51,0,At Risk
13397.0,73,5,1647.74,0,At Risk
13398.0,84,1,213.0,0,At Risk
13399.0,100,3,275.4,0,At Risk
13400.0,218,1,310.83,1,Lost
13402.0,8,3,913.9000000000001,0,At Risk
13403.0,23,2,154.5,0,At Risk
13405.0,117,3,641.36,0,At Risk
13406.0,63,2,568.92,0,At Risk
13407.0,214,3,2244.7,1,Lost
13408.0,7,46,23616.422,3,Loyal Customers
13410.0,29,4,1198.9,0,At Risk
13412.0,256,1,487.34999999999997,1,Lost
13413.0,275,6,429.44,1,Lost
13414.0,99,3,1103.64,0,At Risk
13415.0,108,4,784.17,0,At Risk
13416.0,372,1,228.3,1,Lost
13417.0,183,4,1028.66,1,Lost
13418.0,8,15,6055.47,0,At Risk
13421.0,42,6,2225.04,0,At Risk
13423.0,64,1,217.03,0,At Risk
13424.0,85,1,572.77,0,At Risk
13425.0,144,2,1766.22,1,Lost
13426.0,18,12,4526.06,0,At Risk
13427.0,113,3,423.93,0,At Risk
13428.0,150,2,276.76,1,Lost
13431.0,42,6,2047.14,0,At Risk
13432.0,207,2,439.1,1,Lost
13433.0,137,4,658.3199999999999,0,At Risk
13434.0,21,3,1132.6200000000001,0,At Risk
13435.0,12,2,637.44,0,At Risk
13438.0,183,1,46.5,1,Lost
13439.0,24,2,702.9,0,At Risk
13440.0,59,7,1295.25,0,At Risk
13441.0,67,1,424.26,0,At Risk
13442.0,303,3,419.87,1,Lost
13443.0,84,6,1273.16,0,At Risk
13444.0,10,2,619.08,0,At Risk
13445.0,262,1,241.89999999999998,1,Lost
13446.0,66,11,3881.89,0,At Risk
13448.0,9,9,5655.2,0,At Risk
13450.0,10,7,2076.32,0,At Risk
13451.0,17,6,4191.8,0,At Risk
13452.0,108,1,139.8,0,At Risk
13453.0,38,1,424.71,0,At Risk
13454.0,277,1,219.87,1,Lost
13455.0,2,5,1847.59,0,At Risk
13457.0,324,2,148.22,1,Lost
13458.0,15,2,2312.7,0,At Risk
13459.0,260,2,1160.4099999999999,1,Lost
13461.0,43,3,2715.0,0,At Risk
13462.0,46,4,1002.35,0,At Risk
13464.0,30,5,2422.96,0,At Risk
13465.0,82,2,931.12,0,At Risk
13466.0,44,4,705.45,0,At Risk
13468.0,4,38,7670.54,3,Loyal Customers
13469.0,289,1,82.4,1,Lost
13472.0,99,2,592.24,0,At Risk
13473.0,210,6,2235.12,1,Lost
13474.0,79,2,419.75,0,At Risk
13476.0,42,3,823.0,0,At Risk
13477.0,91,5,1364.59,0,At Risk
13478.0,105,5,2215.78,0,At Risk
13479.0,88,2,550.42,0,At Risk
13480.0,52,2,627.82,0,At Risk
13481.0,10,6,2026.28,0,At Risk
13482.0,263,1,151.45,1,Lost
13484.0,19,2,476.92,0,At Risk
13485.0,12,10,2564.98,0,At Risk
13487.0,141,2,271.47,1,Lost
13488.0,3,11,6619.57,0,At Risk
13490.0,290,1,154.25,1,Lost
13491.0,8,18,3350.7400000000002,0,At Risk
13495.0,4,6,3329.39,0,At Risk
13497.0,4,5,972.28,0,At Risk
13498.0,366,1,327.38,1,Lost
13500.0,37,1,299.53,0,At Risk
13501.0,122,2,1544.79,0,At Risk
13502.0,51,2,488.5,0,At Risk
13503.0,115,5,1642.39,0,At Risk
13506.0,5,4,1180.68,0,At Risk
13508.0,278,1,176.07999999999998,1,Lost
13509.0,143,1,135.0,1,Lost
13510.0,11,7,2766.73,0,At Risk
13511.0,312,1,282.76,1,Lost
13512.0,23,3,462.18,0,At Risk
13513.0,77,2,619.49,0,At Risk
13514.0,64,3,663.7,0,At Risk
13515.0,85,2,374.7,0,At Risk
13516.0,53,1,295.85,0,At Risk
13519.0,78,1,220.46,0,At Risk
13520.0,7,6,3285.05,0,At Risk
13523.0,2,2,1136.64,0,At Risk
13526.0,374,2,1182.0,1,Lost
13527.0,54,5,2298.93,0,At Risk
13530.0,270,1,402.97999999999996,1,Lost
13531.0,2,5,1254.72,0,At Risk
13534.0,15,10,1850.82,0,At Risk
13535.0,38,1,89.5,0,At Risk
13537.0,61,2,717.85,0,At Risk
13538.0,32,5,1822.28,0,At Risk
13539.0,56,4,938.02,0,At Risk
13540.0,103,3,632.39,0,At Risk
13541.0,63,2,785.25,0,At Risk
13542.0,12,17,3959.4900000000002,0,At Risk
13543.0,270,2,1439.6100000000001,1,Lost
13544.0,47,4,514.14,0,At Risk
13545.0,26,2,364.93,0,At Risk
13546.0,18,2,465.15,0,At Risk
13547.0,44,1,167.08,0,At Risk
13548.0,107,1,223.28,0,At Risk
13549.0,23,1,87.6,0,At Risk
13550.0,19,1,342.55,0,At Risk
13551.0,302,1,152.39999999999998,1,Lost
13552.0,64,10,3208.85,0,At Risk
13553.0,310,1,499.6,1,Lost
13554.0,16,7,1629.35,0,At Risk
13555.0,14,9,4792.96,0,At Risk
13556.0,65,2,200.82,0,At Risk
13557.0,51,11,2448.2,0,At Risk
13559.0,148,2,990.0,1,Lost
13561.0,33,10,1661.54,0,At Risk
13562.0,37,5,3038.85,0,At Risk
13564.0,4,35,15310.35,3,Loyal Customers
13565.0,47,1,174.57999999999998,0,At Risk
13566.0,70,3,831.76,0,At Risk
13567.0,64,4,1079.29,0,At Risk
13569.0,3,3,497.74,0,At Risk
13571.0,18,14,2448.32,0,At Risk
13573.0,15,4,614.27,0,At Risk
13574.0,47,1,404.45,0,At Risk
13576.0,9,11,4834.400000000001,0,At Risk
13577.0,18,7,1801.68,0,At Risk
13578.0,45,1,147.66,0,At Risk
13579.0,5,4,1072.0,0,At Risk
13580.0,42,1,107.75,0,At Risk
13581.0,50,1,162.53,0,At Risk
13582.0,25,2,241.68,0,At Risk
13583.0,315,1,664.001,1,Lost
13584.0,134,2,243.3,0,At Risk
13585.0,166,3,684.54,1,Lost
13586.0,177,1,127.28,1,Lost
13587.0,85,3,961.1,0,At Risk
13589.0,85,4,741.09,0,At Risk
13590.0,11,12,4354.12,0,At Risk
13591.0,71,4,976.8100000000001,0,At Risk
13593.0,23,9,3481.41,0,At Risk
13594.0,121,1,136.35000000000002,0,At Risk
13595.0,152,3,784.48,1,Lost
13597.0,36,2,396.71,0,At Risk
13598.0,131,4,601.92,0,At Risk
13599.0,2,14,5013.96,0,At Risk
13600.0,270,1,298.9,1,Lost
13601.0,28,2,466.67,0,At Risk
13602.0,17,3,596.28,0,At Risk
13604.0,294,1,717.62,1,Lost
13605.0,23,2,522.67,0,At Risk
13607.0,38,1,400.3,0,At Risk
13608.0,176,1,232.05,1,Lost
13609.0,229,1,167.35,1,Lost
13610.0,23,7,1021.38,0,At Risk
13611.0,10,7,2143.53,0,At Risk
13612.0,268,1,818.29,1,Lost
13613.0,88,5,1039.8500000000001,0,At Risk
13614.0,29,2,747.28,0,At Risk
13615.0,35,7,5854.84,0,At Risk
13616.0,204,2,283.85,1,Lost
13617.0,44,5,734.57,0,At Risk
13619.0,180,2,224.94,1,Lost
13620.0,164,1,112.34,1,Lost
13622.0,332,1,658.95,1,Lost
13623.0,16,5,1805.32,0,At Risk
13624.0,24,1,462.08,0,At Risk
13625.0,232,1,301.26,1,Lost
13626.0,15,1,449.81,0,At Risk
13627.0,124,2,607.43,0,At Risk
13628.0,312,1,310.14,1,Lost
13629.0,49,8,5578.5,0,At Risk
13632.0,30,3,1526.88,0,At Risk
13634.0,10,11,3486.41,0,At Risk
13635.0,78,3,1928.1299999999999,0,At Risk
13639.0,72,1,312.93,0,At Risk
13640.0,247,1,405.0,1,Lost
13641.0,276,5,1016.47,1,Lost
13642.0,68,3,159.92,0,At Risk
13643.0,18,7,1637.33,0,At Risk
13646.0,35,2,326.25,0,At Risk
13647.0,130,4,1393.56,0,At Risk
13648.0,36,8,1764.02,0,At Risk
13649.0,2,5,1304.88,0,At Risk
13650.0,10,4,1451.66,0,At Risk
13651.0,17,1,132.65,0,At Risk
13652.0,4,3,1475.77,0,At Risk
13653.0,123,1,152.2,0,At Risk
13654.0,16,5,3600.67,0,At Risk
13655.0,10,4,1347.54,0,At Risk
13656.0,135,2,699.2,0,At Risk
13658.0,19,4,3386.33,0,At Risk
13659.0,52,10,3321.68,0,At Risk
13660.0,36,1,306.64,0,At Risk
13661.0,239,1,325.24,1,Lost
13662.0,21,8,1352.35,0,At Risk
13663.0,16,4,1858.04,0,At Risk
13665.0,22,3,1711.6599999999999,0,At Risk
13666.0,56,2,43.25,0,At Risk
13668.0,19,14,6638.650000000001,0,At Risk
13669.0,43,1,195.0,0,At Risk
13671.0,30,1,172.6,0,At Risk
13672.0,366,1,233.53000000000003,1,Lost
13674.0,68,1,240.68,0,At Risk
13676.0,175,2,243.9,1,Lost
13677.0,40,2,551.24,0,At Risk
13679.0,129,3,281.26,0,At Risk
13680.0,107,8,7700.55,0,At Risk
13683.0,93,1,258.6,0,At Risk
13684.0,26,3,529.75,0,At Risk
13686.0,16,2,337.04,0,At Risk
13687.0,74,1,11880.84,0,At Risk
13688.0,271,1,375.5,1,Lost
13689.0,80,1,349.5,0,At Risk
13691.0,32,1,212.78,0,At Risk
13692.0,44,2,1626.08,0,At Risk
13693.0,10,9,2011.82,0,At Risk
13694.0,9,94,131443.19,2,Champions
13695.0,213,1,266.6,1,Lost
13696.0,57,3,2020.4,0,At Risk
13698.0,232,2,451.73,1,Lost
13699.0,186,1,455.57,1,Lost
13700.0,53,3,348.34,0,At Risk
13701.0,82,1,161.0,0,At Risk
13702.0,81,1,135.18,0,At Risk
13703.0,51,1,326.06,0,At Risk
13705.0,9,5,1323.47,0,At Risk
13706.0,262,1,300.38,1,Lost
13707.0,65,3,2559.45,0,At Risk
13709.0,82,5,1263.7,0,At Risk
13710.0,59,2,329.04,0,At Risk
13711.0,42,7,1540.2,0,At Risk
13712.0,246,1,537.58,1,Lost
13713.0,44,3,740.76,0,At Risk
13714.0,101,1,161.35,0,At Risk
13715.0,8,13,7348.3,0,At Risk
13717.0,93,2,318.29,0,At Risk
13719.0,29,6,1741.4,0,At Risk
13721.0,31,1,217.39999999999998,0,At Risk
13722.0,56,7,3260.0,0,At Risk
13723.0,28,5,994.23,0,At Risk
13724.0,273,1,213.01,1,Lost
13727.0,247,6,740.6700000000001,1,Lost
13728.0,23,10,1839.03,0,At Risk
13729.0,71,3,724.73,0,At Risk
13733.0,46,2,487.03000000000003,0,At Risk
13734.0,144,4,6695.6900000000005,0,At Risk
13735.0,12,9,6879.2300000000005,0,At Risk
13736.0,61,5,2022.67,0,At Risk
13738.0,32,1,434.78000000000003,0,At Risk
13739.0,163,1,75.3,1,Lost
13740.0,51,4,1232.02,0,At Risk
13745.0,182,1,477.32,1,Lost
13746.0,49,1,176.69,0,At Risk
13747.0,9,2,169.79999999999998,0,At Risk
13748.0,9,5,1320.1,0,At Risk
13750.0,16,6,1954.92,0,At Risk
13752.0,163,1,404.45000000000005,1,Lost
13753.0,234,3,1353.31,1,Lost
13754.0,73,1,164.45000000000002,0,At Risk
13756.0,3,10,3999.2300000000005,0,At Risk
13757.0,310,1,195.55,1,Lost
13758.0,2,10,6226.43,0,At Risk
13760.0,40,3,1076.85,0,At Risk
13761.0,138,4,881.52,0,At Risk
13762.0,229,4,2165.76,1,Lost
13763.0,53,2,3502.48,0,At Risk
13764.0,205,3,1400.2,1,Lost
13765.0,289,1,352.821,1,Lost
13766.0,131,1,190.35,0,At Risk
13767.0,5,39,18320.170000000002,3,Loyal Customers
13768.0,362,2,875.97,1,Lost
13769.0,3,11,3003.9100000000003,0,At Risk
13770.0,58,4,785.37,0,At Risk
13771.0,169,5,3094.37,1,Lost
13772.0,36,5,1977.39,0,At Risk
13773.0,32,2,301.54,0,At Risk
13775.0,226,1,1049.66,1,Lost
13776.0,64,2,623.98,0,At Risk
13777.0,2,37,30501.260000000002,3,Loyal Customers
13778.0,127,3,945.79,0,At Risk
13779.0,151,1,161.13,1,Lost
13780.0,43,1,372.06,0,At Risk
13781.0,228,2,650.99,1,Lost
13782.0,89,7,877.22,0,At Risk
13783.0,123,4,1542.09,0,At Risk
13784.0,70,3,447.44,0,At Risk
13785.0,64,4,542.49,0,At Risk
13786.0,3,6,3127.99,0,At Risk
13787.0,94,4,913.46,0,At Risk
13788.0,141,1,3.75,1,Lost
13789.0,24,1,239.45999999999998,0,At Risk
13792.0,58,1,188.4,0,At Risk
13793.0,282,1,96.0,1,Lost
13794.0,182,1,126.03,1,Lost
13795.0,24,4,836.3,0,At Risk
13796.0,135,1,289.7,0,At Risk
13797.0,72,3,1179.45,0,At Risk
13798.0,8,54,38683.02,3,Loyal Customers
13799.0,80,7,2114.71,0,At Risk
13800.0,66,2,1121.24,0,At Risk
13802.0,10,16,21659.69,0,At Risk
13803.0,67,2,1061.84,0,At Risk
13804.0,71,2,572.73,0,At Risk
13807.0,3,3,422.2,0,At Risk
13809.0,30,2,524.65,0,At Risk
13813.0,163,4,1398.61,1,Lost
13814.0,163,1,678.2,1,Lost
13815.0,42,4,3448.38,0,At Risk
13818.0,65,1,61.28,0,At Risk
13819.0,305,3,1502.0,1,Lost
13820.0,54,3,652.75,0,At Risk
13821.0,29,4,993.44,0,At Risk
13823.0,16,5,2445.79,0,At Risk
13824.0,15,7,1615.82,0,At Risk
13825.0,257,2,255.59,1,Lost
13829.0,57,1,102.0,0,At Risk
13830.0,217,1,156.85000000000002,1,Lost
13831.0,5,13,4795.09,0,At Risk
13832.0,58,1,557.6899999999999,0,At Risk
13833.0,40,1,316.56,0,At Risk
13834.0,212,2,324.19,1,Lost
13835.0,155,3,260.7,1,Lost
13836.0,35,2,620.37,0,At Risk
13838.0,5,7,1245.91,0,At Risk
13839.0,122,1,139.95000000000002,0,At Risk
13840.0,52,1,651.4,0,At Risk
13842.0,2,10,2244.29,0,At Risk
13843.0,17,1,319.75,0,At Risk
13846.0,35,1,442.73,0,At Risk
13847.0,355,1,310.72,1,Lost
13848.0,2,6,2080.0,0,At Risk
13849.0,33,3,1931.35,0,At Risk
13851.0,15,5,1955.0,0,At Risk
13852.0,246,1,187.35000000000002,1,Lost
13854.0,1,15,4144.44,0,At Risk
13855.0,136,4,1310.3400000000001,0,At Risk
13856.0,99,8,753.53,0,At Risk
13857.0,29,6,1001.01,0,At Risk
13859.0,165,1,314.7,1,Lost
13861.0,65,2,273.26,0,At Risk
13862.0,25,1,346.73,0,At Risk
13863.0,101,3,933.77,0,At Risk
13864.0,22,1,662.4000000000001,0,At Risk
13869.0,17,6,4913.22,0,At Risk
13870.0,23,7,2941.14,0,At Risk
13871.0,64,4,1482.6,0,At Risk
13872.0,163,3,919.57,1,Lost
13873.0,19,5,649.32,0,At Risk
13874.0,140,6,1508.7,0,At Risk
13875.0,23,9,3027.58,0,At Risk
13877.0,106,2,332.44,0,At Risk
13878.0,183,3,1145.33,1,Lost
13879.0,281,1,395.5,1,Lost
13880.0,3,5,1171.89,0,At Risk
13881.0,11,23,28019.58,3,Loyal Customers
13883.0,39,10,3885.54,0,At Risk
13884.0,12,5,1037.43,0,At Risk
13888.0,40,5,1405.92,0,At Risk
13889.0,18,5,1574.3300000000002,0,At Risk
13890.0,10,4,1043.57,0,At Risk
13891.0,14,3,859.21,0,At Risk
13892.0,113,2,634.68,0,At Risk
13895.0,151,2,1415.45,1,Lost
13896.0,261,1,388.55,1,Lost
13897.0,74,2,849.56,0,At Risk
13898.0,47,1,530.47,0,At Risk
13900.0,25,3,869.64,0,At Risk
13901.0,10,10,2809.14,0,At Risk
13902.0,268,5,34095.26,1,Lost
13903.0,36,1,165.45000000000002,0,At Risk
13905.0,368,1,312.65,1,Lost
13906.0,45,1,42.0,0,At Risk
13907.0,327,1,136.8,1,Lost
13909.0,59,2,282.85,0,At Risk
13911.0,15,11,1654.08,0,At Risk
13912.0,59,1,124.95,0,At Risk
13913.0,142,1,42.22,1,Lost
13915.0,30,1,70.80000000000001,0,At Risk
13916.0,99,4,1275.81,0,At Risk
13919.0,60,2,975.87,0,At Risk
13920.0,67,4,1774.68,0,At Risk
13921.0,38,4,730.7,0,At Risk
13922.0,73,2,692.95,0,At Risk
13927.0,73,1,359.27,0,At Risk
13929.0,52,9,2651.45,0,At Risk
13931.0,28,9,4019.85,0,At Risk
13935.0,232,3,6116.92,1,Lost
13936.0,18,2,563.08,0,At Risk
13937.0,38,1,721.28,0,At Risk
13939.0,67,4,992.41,0,At Risk
13941.0,8,11,6009.34,0,At Risk
13942.0,170,1,320.0,1,Lost
13943.0,213,1,246.54,1,Lost
13944.0,289,1,200.43,1,Lost
13945.0,30,2,854.15,0,At Risk
13946.0,12,3,1314.66,0,At Risk
13948.0,47,3,446.76,0,At Risk
13952.0,16,12,9572.45,0,At Risk
13953.0,45,5,3125.0,0,At Risk
13955.0,11,1,221.10999999999999,0,At Risk
13957.0,53,3,458.25,0,At Risk
13958.0,15,8,4709.2300000000005,0,At Risk
13959.0,35,3,470.73,0,At Risk
13961.0,28,1,538.4,0,At Risk
13962.0,71,1,193.25,0,At Risk
13963.0,3,14,2347.33,0,At Risk
13964.0,23,2,438.9,0,At Risk
13965.0,112,3,996.61,0,At Risk
13966.0,71,1,384.26,0,At Risk
13967.0,32,1,85.6,0,At Risk
13968.0,59,1,123.66,0,At Risk
13969.0,1,18,4266.88,0,At Risk
13970.0,22,2,846.55,0,At Risk
13971.0,59,6,1909.31,0,At Risk
13974.0,218,1,264.13,1,Lost
13975.0,29,6,2795.16,0,At Risk
13976.0,142,3,834.38,0,At Risk
13977.0,47,1,519.8100000000001,0,At Risk
13979.0,29,6,2510.06,0,At Risk
13980.0,75,4,568.68,0,At Risk
13981.0,51,1,331.14,0,At Risk
13982.0,1,6,2511.08,0,At Risk
13983.0,2,10,4479.82,0,At Risk
13984.0,2,8,1128.09,0,At Risk
13985.0,10,7,2960.73,0,At Risk
13987.0,15,2,682.54,0,At Risk
13988.0,19,2,609.84,0,At Risk
13989.0,100,3,759.98,0,At Risk
13992.0,16,2,142.7,0,At Risk
13993.0,15,10,3309.35,0,At Risk
13995.0,15,9,2508.32,0,At Risk
13996.0,22,2,895.76,0,At Risk
13997.0,155,3,376.46,1,Lost
13998.0,82,3,566.7,0,At Risk
13999.0,10,17,5600.45,0,At Risk
14000.0,50,4,1410.68,0,At Risk
14001.0,9,7,2487.01,0,At Risk
14003.0,368,1,209.41,1,Lost
14004.0,29,4,1675.81,0,At Risk
14006.0,164,4,1234.48,1,Lost
14007.0,148,1,79.48,1,Lost
14008.0,68,1,509.04,0,At Risk
14009.0,98,1,404.3,0,At Risk
14010.0,201,2,445.15,1,Lost
14011.0,116,2,457.82,0,At Risk
14013.0,16,2,611.5500000000001,0,At Risk
14014.0,12,2,1443.03,0,At Risk
14016.0,32,7,7062.2,0,At Risk
14017.0,207,1,229.75,1,Lost
14018.0,281,1,367.15000000000003,1,Lost
14020.0,112,2,606.21,0,At Risk
14021.0,10,4,1084.68,0,At Risk
14022.0,122,1,352.15000000000003,0,At Risk
14024.0,26,1,318.04,0,At Risk
14025.0,100,8,4057.9,0,At Risk
14026.0,106,2,713.11,0,At Risk
14028.0,186,3,10396.5,1,Lost
14030.0,2,14,5839.46,0,At Risk
14031.0,1,27,23632.72,3,Loyal Customers
14032.0,2,6,1874.68,0,At Risk
14033.0,191,1,109.44,1,Lost
14035.0,42,4,1366.73,0,At Risk
14037.0,114,4,689.75,0,At Risk
14038.0,33,2,1509.5,0,At Risk
14039.0,211,1,115.08000000000001,1,Lost
14040.0,22,23,8963.49,0,At Risk
14042.0,361,1,431.98,1,Lost
14043.0,127,2,302.6,0,At Risk
14044.0,54,6,2431.28,0,At Risk
14045.0,9,13,9653.279999999999,0,At Risk
14047.0,8,10,2946.42,0,At Risk
14048.0,18,2,338.76,0,At Risk
14049.0,23,9,7444.68,0,At Risk
14051.0,2,15,6784.01,0,At Risk
14052.0,26,1,241.3,0,At Risk
14053.0,33,2,312.05,0,At Risk
14055.0,213,2,795.3199999999999,1,Lost
14057.0,17,5,2135.0,0,At Risk
14058.0,98,2,469.19,0,At Risk
14060.0,2,13,3378.66,0,At Risk
14061.0,143,3,917.4300000000001,1,Lost
14062.0,10,12,15120.800000000001,0,At Risk
14063.0,74,9,22710.2,0,At Risk
14064.0,66,10,1925.9,0,At Risk
14065.0,25,3,891.02,0,At Risk
14068.0,239,3,1250.8700000000001,1,Lost
14069.0,150,2,225.81,1,Lost
14070.0,320,1,321.6,1,Lost
14072.0,302,1,390.85,1,Lost
14074.0,259,1,219.39999999999998,1,Lost
14075.0,39,3,792.61,0,At Risk
14077.0,31,1,115.66,0,At Risk
14078.0,9,4,640.34,0,At Risk
14079.0,318,1,243.63,1,Lost
14080.0,49,4,1070.08,0,At Risk
14081.0,5,9,4369.47,0,At Risk
14082.0,28,1,231.10999999999999,0,At Risk
14083.0,7,3,373.3,0,At Risk
14084.0,148,1,150.5,1,Lost
14085.0,4,16,5607.43,0,At Risk
14086.0,98,1,39.95,0,At Risk
14087.0,40,2,638.0,0,At Risk
14088.0,42,3,13544.99,0,At Risk
14091.0,290,2,9530.08,1,Lost
14092.0,10,10,3152.54,0,At Risk
14094.0,75,1,311.77,0,At Risk
14095.0,358,1,2.95,1,Lost
14097.0,117,2,422.85999999999996,0,At Risk
14099.0,11,9,2646.7400000000002,0,At Risk
14101.0,24,7,3985.14,0,At Risk
14103.0,301,1,0.0,1,Lost
14104.0,25,3,527.3199999999999,0,At Risk
14105.0,44,4,4722.6,0,At Risk
14106.0,373,1,214.79999999999998,1,Lost
14107.0,84,4,2174.07,0,At Risk
14108.0,367,2,447.05,1,Lost
14110.0,71,21,7304.8,0,At Risk
14112.0,87,6,2919.44,0,At Risk
14113.0,11,12,5252.1900000000005,0,At Risk
14114.0,31,5,977.5600000000001,0,At Risk
14115.0,137,2,622.6700000000001,0,At Risk
14118.0,64,1,458.45,0,At Risk
14119.0,11,2,183.37,0,At Risk
14122.0,42,3,362.42,0,At Risk
14123.0,369,1,436.18,1,Lost
14126.0,80,1,466.33000000000004,0,At Risk
14127.0,16,3,1190.3700000000001,0,At Risk
14128.0,187,1,286.71,1,Lost
14129.0,35,4,1467.48,0,At Risk
14130.0,11,3,1377.86,0,At Risk
14131.0,284,1,168.22,1,Lost
14133.0,369,1,305.5,1,Lost
14134.0,18,15,11123.35,0,At Risk
14135.0,3,11,4953.61,0,At Risk
14136.0,36,5,1570.81,0,At Risk
14137.0,331,1,332.7,1,Lost
14139.0,126,3,670.98,0,At Risk
14142.0,9,2,671.34,0,At Risk
14144.0,122,1,30.599999999999998,0,At Risk
14145.0,95,3,3857.85,0,At Risk
14146.0,19,7,5259.3,0,At Risk
14147.0,24,7,2106.8,0,At Risk
14148.0,50,1,309.09000000000003,0,At Risk
14151.0,309,2,679.45,1,Lost
14152.0,23,5,1376.05,0,At Risk
14153.0,119,1,233.4,0,At Risk
14154.0,17,6,5115.08,0,At Risk
14156.0,7,102,196549.74,2,Champions
14157.0,25,3,553.8000000000001,0,At Risk
14159.0,15,9,3230.45,0,At Risk
14160.0,246,7,8421.47,1,Lost
14161.0,5,5,2182.46,0,At Risk
14163.0,98,1,148.71,0,At Risk
14166.0,141,2,251.15,1,Lost
14167.0,100,4,711.7,0,At Risk
14168.0,56,2,370.45,0,At Risk
14169.0,66,2,621.51,0,At Risk
14170.0,11,3,570.18,0,At Risk
14171.0,366,1,135.0,1,Lost
14172.0,241,3,369.02,1,Lost
14173.0,277,2,135.16,1,Lost
14175.0,54,5,4456.58,0,At Risk
14176.0,3,2,339.11,0,At Risk
14177.0,17,9,1660.23,0,At Risk
14180.0,8,9,1570.73,0,At Risk
14181.0,46,2,308.35,0,At Risk
14182.0,79,4,678.77,0,At Risk
14183.0,47,2,278.34000000000003,0,At Risk
14186.0,63,5,1550.63,0,At Risk
14187.0,109,1,123.5,0,At Risk
14189.0,4,2,1160.31,0,At Risk
14190.0,302,1,79.9,1,Lost
14191.0,30,2,132.9,0,At Risk
14192.0,24,1,293.74,0,At Risk
14193.0,32,1,356.8,0,At Risk
14194.0,28,15,7321.07,0,At Risk
14195.0,75,4,1603.6,0,At Risk
14197.0,46,1,390.05,0,At Risk
14198.0,36,5,868.33,0,At Risk
14199.0,59,3,906.3,0,At Risk
14200.0,253,1,379.2,1,Lost
14201.0,45,3,446.1,0,At Risk
14202.0,17,3,847.76,0,At Risk
14203.0,33,1,339.34,0,At Risk
14204.0,58,3,874.22,0,At Risk
14205.0,30,7,1947.5,0,At Risk
14206.0,24,2,856.85,0,At Risk
14207.0,323,1,157.8,1,Lost
14208.0,187,1,415.31,1,Lost
14209.0,21,9,2919.84,0,At Risk
14210.0,7,11,3955.6800000000003,0,At Risk
14211.0,47,9,2161.19,0,At Risk
14212.0,81,1,1119.6599999999999,0,At Risk
14213.0,40,1,1192.2,0,At Risk
14215.0,4,4,1626.61,0,At Risk
14216.0,50,1,310.74,0,At Risk
14217.0,2,7,1411.91,0,At Risk
14219.0,45,2,543.89,0,At Risk
14220.0,203,2,882.5999999999999,1,Lost
14221.0,85,8,3084.69,0,At Risk
14224.0,26,5,831.98,0,At Risk
14225.0,70,4,2031.07,0,At Risk
14226.0,77,1,770.34,0,At Risk
14227.0,50,5,3017.75,0,At Risk
14228.0,73,3,745.5,0,At Risk
14229.0,39,4,1046.84,0,At Risk
14230.0,71,3,979.8000000000001,0,At Risk
14231.0,86,1,309.91,0,At Risk
14233.0,101,3,1441.55,0,At Risk
14235.0,134,4,1573.1299999999999,0,At Risk
14236.0,8,4,1253.78,0,At Risk
14237.0,9,2,471.14,0,At Risk
14238.0,298,2,287.38,1,Lost
14239.0,67,10,1882.3200000000002,0,At Risk
14240.0,59,1,357.15,0,At Risk
14241.0,332,1,120.0,1,Lost
14243.0,1,8,4842.28,0,At Risk
14244.0,296,1,366.41999999999996,1,Lost
14247.0,40,4,616.79,0,At Risk
14248.0,95,2,730.37,0,At Risk
14249.0,46,12,5400.461,0,At Risk
14252.0,17,1,350.99,0,At Risk
14253.0,129,2,363.40000000000003,0,At Risk
14254.0,68,1,601.03,0,At Risk
14255.0,182,1,1000.63,1,Lost
14256.0,127,3,1491.73,0,At Risk
