Invoice,Order_Revenue,Items,Customer
497388,93.47,43,15003.0
497389,54.75,39,15359.0
497390,373.1,154,17731.0
497391,405.4,294,12523.0
497392,213.05,82,13993.0
497393,275.41,89,13976.0
497394,242.94,143,12681.0
497395,179.68,92,18231.0
497396,117.0,60,13242.0
497397,154.91,127,17631.0
497398,126.69,122,16436.0
497399,250.95,53,16103.0
497400,214.18,153,16419.0
497401,224.35,172,13985.0
497402,1460.7,822,16873.0
497403,548.1700000000001,275,14422.0
497404,153.75,81,12663.0
497405,187.95,49,14735.0
497406,89.03999999999999,31,
497414,3.75,1,
497433,105.0,84,16353.0
497473,445.68,213,13156.0
497475,48.349999999999994,17,16530.0
497485,66.06,246,14460.0
497486,291.86,222,16841.0
497488,27.25,11,13700.0
497489,266.84000000000003,204,17841.0
497493,1127.77,230,
497494,448.05,119,13092.0
497495,424.71999999999997,496,12932.0
497496,87.4,41,12483.0
497497,301.2,176,18058.0
497498,332.40000000000003,144,13777.0
497499,988.04,448,15176.0
497500,192.42000000000002,130,13767.0
497501,124.77,43,14606.0
497504,215.14999999999998,68,14593.0
497506,151.55,57,14593.0
497508,85.5,38,16768.0
497509,275.8,32,13164.0
497510,55.5,46,12776.0
497511,101.39999999999999,108,16742.0
497512,439.77,277,17201.0
497514,4.95,1,
497517,283.98,138,13813.0
497518,199.04000000000002,54,15312.0
497519,195.39999999999998,78,15311.0
497521,143.01,74,17780.0
497522,50.8,12,17780.0
497523,171.7,72,17575.0
497525,103.77,57,13442.0
497572,89.32000000000001,38,12747.0
497574,297.66,176,14739.0
497583,190.1,87,12951.0
497584,4.1499999999999995,3,
497588,132.94,56,17377.0
497589,0.95,1,17377.0
497590,2205.7,464,
497591,1244.9,227,
497592,1402.43,773,17139.0
497593,158.7,163,12474.0
497594,477.68,306,13520.0
497596,380.0,142,16577.0
497597,310.29,163,15628.0
497600,183.69,109,17085.0
497601,225.60000000000002,49,12670.0
497602,370.63,335,15765.0
497603,522.28,232,12567.0
497604,213.4,120,17696.0
497605,6.35,1,17961.0
497606,351.99,147,12682.0
497607,6.35,1,17961.0
497608,236.61,79,13468.0
497609,117.80000000000001,52,14115.0
497610,6.35,1,17961.0
497612,131.78,37,12523.0
497615,286.55,81,14527.0
497618,368.3,103,15044.0
497619,276.15,146,14451.0
497620,67.34,32,12835.0
497622,534.96,700,16525.0
497623,390.85,65,14072.0
497624,114.88,40,16992.0
497625,311.87,173,15738.0
497627,8.0,4,
497628,230.62,99,15005.0
497629,307.25,159,14301.0
497630,268.14,62,17243.0
497632,416.2,244,16918.0
497636,636.9,486,17685.0
497644,245.48999999999998,99,16125.0
497652,41.300000000000004,14,16918.0
497662,190.7,75,12677.0
497670,15.0,12,15874.0
497677,306.0,288,13696.0
497678,79.9,2,14190.0
497680,280.51,67,15244.0
497681,365.76,96,13288.0
497682,152.39999999999998,24,13551.0
497683,324.82,158,16839.0
497684,193.71,245,14401.0
497685,0.0,2,
497686,0.0,1,
497687,0.0,4,
497688,0.0,1,
497689,0.0,1,
497690,334.7,84,15291.0
497691,578.45,190,14040.0
497692,401.94,734,15807.0
497696,220.99,271,18041.0
497700,0.0,56,
497706,402.75,115,16978.0
497711,21.8,4,16978.0
497712,10.4,4,
497715,102.00000000000001,300,15061.0
497716,660.0,400,13629.0
497717,0.0,6,
497725,0.0,76,
497729,0.0,4,
497732,179.37,79,13291.0
497733,63.5,10,13199.0
497734,15.0,12,13199.0
497735,471.84000000000003,624,16553.0
497736,102.0,24,16553.0
497738,175.95999999999998,118,17675.0
497739,204.49,89,14606.0
497740,738.86,794,13815.0
497741,304.3,188,15755.0
497742,484.44,188,16029.0
497743,150.39000000000001,43,16895.0
497786,310.7,114,16858.0
497787,247.5,178,15293.0
497788,329.23,71,18065.0
497791,393.74,197,16713.0
497792,3.35,2,
497794,147.71,45,15504.0
497795,935.8299999999999,653,16954.0
497796,407.15,253,15633.0
497797,1.95,1,
497798,493.66,156,12695.0
497799,216.60000000000002,108,13223.0
497802,576.0,1440,13027.0
497807,399.29999999999995,722,12971.0
497808,420.97999999999996,363,17226.0
497809,404.55,129,17547.0
497812,679.34,340,14415.0
497815,0.0,192,
497816,136.92,182,15278.0
497817,120.8,100,15278.0
497819,0.0,5,14103.0
497839,231.35999999999999,152,17954.0
497840,334.5,158,15288.0
497841,6.35,1,
497842,377.62,318,12976.0
497843,0.0,5,14827.0
497844,283.85,129,17258.0
497846,25.0,20,17955.0
497848,0.0,60,
497853,0.0,20,
497855,0.0,17,
497865,0.0,171,
497866,0.0,19,
497873,1639.8,324,
497874,198.18,76,15527.0
497875,271.0,200,17029.0
497876,304.65,158,13050.0
497879,662.25,425,12422.0
497880,254.92000000000002,92,16560.0
497881,432.24,408,15372.0
497882,100.0,1,12748.0
497883,541.19,241,13446.0
497884,685.3,258,16608.0
497885,736.44,494,15093.0
497887,184.34,160,14341.0
497888,130.5,65,14341.0
497889,345.21,167,17230.0
497890,174.95,31,17108.0
497891,336.27,322,15561.0
497892,167.0,42,13542.0
497893,143.05,64,15965.0
497894,762.69,363,15425.0
497895,237.6,144,12989.0
497896,261.6,48,12989.0
497897,545.9,106,15538.0
497898,218.53,185,18077.0
497899,237.42,234,16136.0
497901,278.29,121,12872.0
497902,252.0,90,15795.0
497903,214.38,268,15795.0
497905,568.3,276,13587.0
497906,881.86,918,14156.0
497907,394.25,115,14970.0
497908,1.55,1,14970.0
497909,435.09,149,15272.0
497910,404.66,198,15260.0
497911,204.95,53,17285.0
497912,699.93,624,12867.0
497913,1585.18,1434,16713.0
497914,174.79999999999998,104,13421.0
497915,131.35,115,13421.0
497916,842.84,509,17340.0
497917,506.59,270,13421.0
497918,339.1,154,17841.0
497919,341.23,187,16838.0
497920,269.21000000000004,93,15964.0
497921,749.08,580,14869.0
497922,352.5,228,14909.0
497923,304.38,151,18179.0
497924,13.39,3,
497925,107.62,46,14943.0
497926,762.48,326,12426.0
497928,102.30000000000001,98,16225.0
497929,356.65000000000003,147,14302.0
497931,1709.0,548,14258.0
497932,712.39,288,12391.0
497933,463.67999999999995,480,16422.0
497934,129.05,19,16905.0
497935,1486.0610000000001,677,13408.0
497936,45.0,36,15359.0
497937,2805.0,1700,15769.0
497939,348.38,175,17091.0
497941,897.0,600,14282.0
497942,128.28,60,14238.0
497943,1381.95,549,13225.0
497944,339.84000000000003,192,13225.0
497945,0.0,270,
497946,16973.1,83774,13902.0
497947,1508.65,616,12380.0
497948,1009.9399999999999,629,13081.0
497949,1331.22,1086,16327.0
497950,89.69999999999999,6,16027.0
497952,1508.65,1,12380.0
497953,51.43,33,16330.0
497954,332.87,182,16225.0
497955,1038.8,116,14543.0
497956,231.68,256,17136.0
497957,59.400000000000006,12,15371.0
497958,1100.72,428,14680.0
497959,171.60000000000002,72,16544.0
497963,255.42,86,14527.0
497966,47.400000000000006,12,16544.0
497969,47.400000000000006,12,16544.0
497983,517.12,191,16860.0
497988,142.82,66,
498012,541.8000000000001,147,17241.0
498013,169.72,241,15311.0
498014,442.8,241,15805.0
498015,517.57,358,17442.0
498017,8.5,1,
498018,239.14000000000001,76,12835.0
498019,1456.3700000000001,1305,13089.0
498020,62.7,10,13089.0
498021,129.34,134,14911.0
498022,63.5,10,13089.0
498024,0.0,128,
498025,181.24,36,15640.0
498026,571.87,393,15640.0
498027,623.9300000000001,315,17644.0
498028,108.2,36,15323.0
498029,59.92,8,17662.0
498035,1083.01,341,18172.0
498037,404.76,142,13802.0
498041,205.14,134,16098.0
498042,169.69,91,14369.0
498043,178.43,117,16359.0
498044,342.4,200,14989.0
498045,931.72,524,16584.0
498046,186.1,152,15051.0
498047,962.99,591,13381.0
498048,194.3,73,14606.0
498049,1384.02,922,13407.0
498052,1677.42,1304,17404.0
498053,159.68,40,17171.0
498054,68.6,8,16158.0
498055,430.85,347,14669.0
498058,0.0,30,
498059,0.0,3,
498060,201.81,133,17287.0
498064,0.0,3,
498068,0.0,115,
498070,207.15,130,14669.0
498078,345.99,93,14320.0
498079,0.0,10,
498080,0.0,30,
498087,0.0,1,
498088,0.0,1,
498089,393.14000000000004,208,13397.0
498090,48.8,6,17287.0
498091,745.47,355,14639.0
498093,393.24,396,15372.0
498094,197.70000000000002,214,17778.0
498095,553.28,445,16940.0
498096,340.35,122,12836.0
498097,774.6,668,16525.0
498098,171.25,125,17789.0
498099,196.6,199,14466.0
498100,215.5,208,15325.0
498101,413.67,321,12960.0
498102,242.52,204,15372.0
498103,310.98,271,15680.0
498104,881.12,444,13503.0
498105,1348.08,1320,15372.0
498106,164.09,75,14525.0
498107,525.0,254,15078.0
498108,179.68,92,13468.0
498110,3.75,3,13503.0
498112,469.51,219,12972.0
498114,3019.35,1787,15311.0
498116,366.0,189,14113.0
498117,19.049999999999997,3,
498118,394.42,254,16701.0
498119,356.5,74,13078.0
498120,400.8,144,13089.0
498121,199.70000000000002,28,17351.0
498123,276.44,183,16409.0
498124,357.39,199,17931.0
498125,190.95000000000002,73,13842.0
498126,79.32,114,13842.0
498127,93.87,85,13842.0
498128,139.35000000000002,98,16911.0
498130,177.88000000000002,78,15662.0
498131,313.55,77,17342.0
498132,354.7,212,16774.0
498133,4367.3,765,
498134,1089.07,199,
498135,454.35,299,14911.0
498136,194.74,26,13728.0
498137,107.7,70,14465.0
498138,470.9,278,14944.0
498139,672.1,303,14944.0
498141,421.03000000000003,190,13659.0
498142,306.48,188,17364.0
498143,596.48,415,13901.0
498145,543.1,248,14156.0
498149,427.0,145,18285.0
498150,28.200000000000003,14,
498152,2836.7999999999997,9456,13902.0
498153,147.64000000000001,44,14198.0
498154,334.84000000000003,136,14732.0
498155,100.5,18,14732.0
498156,164.35,76,17888.0
498157,366.41999999999996,814,14244.0
498158,480.09000000000003,305,15002.0
498159,253.60000000000002,108,17646.0
498160,144.44,84,15911.0
498161,3157.06,2250,15251.0
498162,223.2,224,17560.0
498163,2947.1,1893,17511.0
498164,468.0,194,13613.0
498205,307.89,235,14276.0
498213,968.78,814,18092.0
498215,18.0,8,
498216,170.2,41,17377.0
498217,521.96,316,17426.0
498221,236.86,59,17075.0
498222,194.63,217,14584.0
498223,176.87,34,16447.0
498224,119.45,64,17757.0
498236,377.8,658,15061.0
498238,406.67,138,15768.0
498240,549.5,414,12921.0
498249,2329.48,814,14911.0
498254,80.96,128,14911.0
498256,366.83,401,16553.0
498260,528.05,354,13317.0
498261,859.32,429,16938.0
498269,15.0,1,16928.0
498270,301.91999999999996,372,18218.0
498276,398.1,890,16422.0
498277,11.3,6,
498281,408.5,84,17739.0
498283,595.0,85,17858.0
498284,365.90000000000003,298,13798.0
498288,201.42,99,17576.0
498290,610.5600000000001,576,17858.0
498291,118.2,20,14322.0
498292,51.0,6,14495.0
498294,301.78999999999996,292,14890.0
498300,303.98,146,17157.0
498301,673.12,392,13767.0
498303,19.5,10,15640.0
498305,240.75,87,15827.0
498307,59.699999999999996,6,14560.0
498325,532.41,499,15544.0
498326,91.4,32,13773.0
498328,275.04,480,15586.0
498336,169.55,77,12993.0
498338,448.01,207,13020.0
498340,443.52,178,16143.0
498341,1.25,1,17961.0
498343,210.07000000000002,102,12600.0
498345,293.45,155,13431.0
498346,312.96,131,16563.0
498347,131.42000000000002,27,16713.0
498348,371.40000000000003,242,18172.0
498349,533.36,160,14967.0
498350,299.52,117,14085.0
498351,164.70000000000002,152,13206.0
498352,143.57,91,12898.0
498353,443.06,196,12949.0
498354,230.51,77,14527.0
498355,129.11,65,14239.0
498357,166.13,77,17841.0
498359,454.4,92,14040.0
498360,166.07,163,12748.0
498361,326.55,181,13394.0
498362,1910.96,606,14952.0
498363,304.0,120,14952.0
498364,319.88,262,16170.0
498365,383.55,295,13579.0
498366,301.31,325,14152.0
498378,485.67,342,18178.0
498379,938.6700000000001,428,13680.0
498380,21.0,50,12891.0
498381,18.05,7,17763.0
498383,37.5,30,15693.0
498389,351.27,122,14606.0
498391,12.899999999999999,2,
498393,0.0,4200,
498395,9695.16,5864,14646.0
498396,1474.1000000000001,642,14646.0
498397,307.21000000000004,107,17721.0
498398,3788.34,2114,14646.0
498399,170.68,64,12747.0
498400,136.93,106,15005.0
498401,311.21000000000004,183,17469.0
498403,246.22,200,18153.0
498416,307.3,262,14783.0
498418,360.38,232,18257.0
498421,158.45,54,18008.0
498429,387.51,225,15306.0
498430,378.46,342,15615.0
498431,1038.09,489,14031.0
498432,102.2,76,16487.0
498433,826.0,411,13001.0
498434,2160.72,1062,13952.0
498435,257.19,167,14686.0
498436,45.73,43,14686.0
498437,408.0,160,17941.0
498438,162.18,261,13333.0
498439,276.65,69,14285.0
498440,6412.0,1400,18102.0
498441,1860.44,495,
498442,266.21,197,13004.0
498443,1337.2,296,
498444,1585.45,334,
498445,407.94,318,16656.0
498446,1564.28,868,13093.0
498447,619.86,2970,16467.0
498448,102.84,48,13957.0
498457,40.32,96,17949.0
498463,304.61,145,13769.0
498473,210.0,100,12931.0
498485,161.82,24,
498486,123.32999999999998,23,
498487,86.91999999999999,18,
498488,53.05,8,
498489,41.17,12,
498490,96.06,14,
498491,123.85,15,
498492,118.44,19,
498493,124.45,22,
498494,57.25,10,
498495,22.8,3,
498496,37.06,6,
498497,64.13,9,
498498,159.17,28,
498499,132.99,17,
498500,52.97,10,
498501,64.6,19,
498502,72.46,11,
498504,612.5,450,12931.0
498505,40.32,96,17949.0
498507,546.5999999999999,204,16029.0
498508,590.91,409,16574.0
498510,250.92000000000002,84,13929.0
498511,717.62,242,13604.0
498513,897.0300000000001,530,17145.0
498515,131.95,31,15465.0
498516,331.12,76,18231.0
498517,896.73,366,15808.0
498518,343.82,177,15867.0
498519,159.9,62,16393.0
498521,613.78,535,17139.0
498522,127.34,58,13662.0
498523,10.2,4,
498524,173.13,131,13662.0
498525,410.86,196,13552.0
498526,322.1,104,13552.0
498527,34.92,28,17816.0
498528,138.8,83,15311.0
498542,9.75,5,
498543,5.05,3,17961.0
498545,164.69,115,13191.0
498547,96.9,49,18283.0
498548,958.11,361,17400.0
498549,1897.46,347,
498550,202.56,132,12416.0
498552,148.4,96,17243.0
498553,105.31,99,15013.0
498554,311.9,204,13761.0
498555,263.24,210,14878.0
498558,60.6,132,14878.0
498559,127.2,120,14878.0
498560,358.2,156,16335.0
498561,268.8,133,15988.0
498562,564.8910000000001,192,15182.0
498564,311.84000000000003,163,14505.0
498565,298.5,100,16485.0
498566,342.04,173,16912.0
498567,205.98,116,16693.0
498568,89.28,48,14239.0
498569,986.8,314,14911.0
498570,153.95,68,15059.0
498571,192.58,66,15774.0
498573,192.76,64,14606.0
498574,527.2,338,15498.0
498575,173.88,390,14560.0
498577,110.9,98,16948.0
498578,216.9,93,13980.0
498579,268.86,303,17332.0
498581,160.19,74,13571.0
498584,222.08,58,16200.0
498585,35.4,8,16200.0
498587,293.53,164,15928.0
498588,437.16,281,12945.0
498589,1609.1000000000001,485,14895.0
498590,441.8,194,13044.0
498592,408.29,105,16450.0
498593,205.35999999999999,80,14602.0
498594,347.3,123,16797.0
498596,330.35,117,13152.0
498597,241.84,34,16273.0
498601,179.76,24,13538.0
498610,498.67,381,13393.0
498611,284.75,125,13540.0
498612,84.5,12,13540.0
498613,118.00000000000001,100,12360.0
498614,515.88,268,14849.0
498615,339.18,156,13434.0
498616,38.099999999999994,6,12391.0
498617,164.85,67,12389.0
498618,1632.93,1201,15382.0
498620,0.0,60,
498621,0.0,5,
498622,355.25,85,16985.0
498623,0.0,1,
498624,0.0,1,
498636,273.75,181,14159.0
498642,826.15,438,16057.0
498648,367.6,388,17955.0
498694,237.09,235,13787.0
498696,995.21,532,16619.0
498697,230.4,288,14997.0
498704,290.39,92,17841.0
498705,741.3,410,14680.0
498706,325.74,370,17439.0
498708,249.12,120,13199.0
498709,132.5,250,13217.0
498713,562.98,486,17195.0
498714,13.850000000000001,3,
498715,112.88,50,17081.0
498716,1420.3500000000001,865,15754.0
498717,308.62,151,17259.0
498718,373.48,68,17675.0
498719,278.7,78,13854.0
498720,737.5600000000001,310,15673.0
498721,684.8,369,13178.0
498722,264.3,216,16071.0
498723,3360.0,56,13340.0
498724,2685.54,1882,13340.0
498725,453.54,196,14667.0
498726,319.32,122,13576.0
498727,0.0,5,
498728,950.4899999999999,494,13408.0
498729,1310.3000000000002,798,17829.0
498732,3.49,1,
498734,158.79,156,17610.0
498736,347.2,228,12748.0
498746,299.64,128,13513.0
498747,0.0,96,
498748,0.0,23,
498749,0.0,22,
498750,0.0,7,
498751,0.0,7,
498752,0.0,1,
498753,0.0,3,
498754,0.0,2,
498755,0.0,1,
498756,1110.48,128,12980.0
498757,427.61,170,14030.0
498758,2.5,25,12748.0
498759,881.52,340,14156.0
498762,341.8,306,14081.0
498763,37.900000000000006,8,14030.0
498764,204.58,88,14081.0
498765,34.06,19,12755.0
498766,309.32,290,18051.0
498767,139.8,11,17848.0
498768,759.32,337,12727.0
498769,1036.6399999999999,482,13093.0
498770,454.7,343,17667.0
498774,628.49,455,13330.0
498776,887.4,516,14160.0
498778,654.12,316,14134.0
498779,405.78,190,14134.0
498780,1793.46,701,
498797,430.02,115,15493.0
498817,102.03,85,15732.0
498827,778.6800000000001,232,13798.0
498832,172.15,52,17377.0
498836,5.1,2,12647.0
498844,80.7,12,15611.0
498849,98.6,30,15967.0
498850,637.4399999999999,696,16416.0
498851,359.05,175,13319.0
498852,17.0,2,13319.0
498853,850.0,468,16779.0
498865,0.0,5,
498875,0.0,25,
498877,560.97,245,13052.0
498878,116.5,82,14726.0
498879,289.6,129,17519.0
498880,267.45,23,14558.0
498881,0.0,90,
498884,371.56,308,12820.0
498886,207.04,139,15295.0
498890,611.42,241,12682.0
498893,392.20000000000005,146,14755.0
498899,562.6,233,13772.0
498900,295.64,411,15241.0
498901,218.81,235,15311.0
498902,213.0,132,16843.0
498903,1033.55,667,14112.0
498904,2.95,1,
498905,605.91,316,12854.0
498906,154.25,25,13490.0
498907,298.55,146,12472.0
498908,222.53,145,13287.0
498909,288.99,153,14092.0
498910,4010.08,2116,14091.0
498911,246.54999999999998,283,16702.0
498912,91.08000000000001,36,12748.0
498913,552.05,375,16553.0
498914,389.28000000000003,160,15955.0
498917,14.75,3,
498918,238.09,93,15607.0
498919,78.45,11,14681.0
498921,1006.2900000000001,451,14911.0
498923,262.18,130,17028.0
498924,228.96,36,
498925,369.0,180,13694.0
498926,523.5,654,13694.0
498927,277.12,216,15290.0
498928,4168.98,3676,13694.0
498929,186.05,83,16388.0
498931,2087.68,2224,12482.0
498934,899.0,156,
498935,892.65,394,14911.0
498936,1087.52,1232,12482.0
498939,1087.52,1232,12482.0
498940,0.0,347,
498941,0.0,28,
498942,0.0,1,
498943,1087.52,1232,12482.0
498944,92.49000000000001,47,17377.0
498945,1087.52,1232,12482.0
498964,393.05,205,15984.0
498997,239.89999999999998,106,12835.0
498999,203.95000000000002,78,16406.0
499004,300.2,331,12998.0
499009,675.74,602,17511.0
499010,706.35,339,15439.0
499011,704.4,349,14284.0
499012,42.5,5,15439.0
499013,284.11,293,12909.0
499014,317.8,44,15291.0
499020,467.19,88,14527.0
499023,115.4,76,15984.0
499025,40.8,48,15984.0
499029,725.76,1008,17949.0
499030,572.75,343,15523.0
499031,247.45,95,14541.0
499032,304.36,288,13590.0
499033,1022.6,304,15144.0
499035,220.19,131,13982.0
499036,664.92,220,17850.0
499038,654.82,132,15768.0
499039,1112.2,640,14646.0
499043,35.0,14,17763.0
499044,108.44,16,15659.0
499045,18.1,8,17763.0
499056,352.821,297,13765.0
499057,365.93,105,15898.0
499058,104.4,12,17027.0
499059,292.5,150,12939.0
499061,303.65,77,15058.0
499062,116.8,23,14590.0
499063,1.65,1,
499064,153.72,32,13110.0
499065,323.55,83,16208.0
499066,317.29,377,16742.0
499067,1834.8400000000001,1028,14911.0
499069,200.43,153,13944.0
499070,82.4,52,13469.0
499071,504.35,260,14535.0
499072,96.66,30,13104.0
499073,1542.82,320,
499122,192.14,147,13756.0
499123,150.57,71,14556.0
499134,0.0,140,
499155,117.22,73,17358.0
499163,172.85,121,15514.0
499164,262.32,102,17460.0
499165,597.76,400,15321.0
499166,162.0,141,15321.0
499167,1132.8000000000002,384,16029.0
499168,746.9,246,16029.0
499169,190.8,180,17949.0
499170,4376.25,2851,16118.0
499171,330.65999999999997,342,14006.0
499172,121.23,37,15465.0
499173,228.23000000000002,99,18268.0
499174,323.38,178,16471.0
499175,112.65,19,14867.0
499176,5710.32,3736,16684.0
499177,15.55,5,12835.0
499218,309.6,113,12647.0
499219,182.88,48,13288.0
499220,153.5,57,14606.0
499221,115.25,47,14740.0
499222,105.1,72,15573.0
499223,592.05,266,12583.0
499225,252.26,161,18009.0
499226,313.24,98,13148.0
499227,287.51,132,15719.0
499228,335.58,501,17863.0
499229,349.0,185,16746.0
499230,122.59,99,12748.0
499231,801.8199999999999,450,15674.0
499232,1176.32,643,13334.0
499234,869.5600000000001,318,13771.0
499235,211.3,58,17675.0
499236,143.56,57,13240.0
499237,986.64,398,13735.0
499238,285.6,240,14402.0
499239,160.81,113,17200.0
499240,4.25,1,17200.0
499241,0.0,16,
499242,413.08,160,17850.0
499244,11.739999999999998,10,13240.0
499245,373.5,282,12931.0
499246,2011.51,298,
499247,137.64,100,17841.0
499248,1537.43,1149,14298.0
499249,296.94,190,14298.0
499250,89.17,109,15311.0
499254,315.59999999999997,224,13408.0
499255,125.4,52,13408.0
499261,126.43,51,17726.0
499262,311.52,248,13269.0
499263,100.08,240,13269.0
499264,467.54,350,18041.0
499266,8.25,5,17032.0
499267,2320.03,669,13935.0
499269,263.23,150,16677.0
499270,220.01000000000002,50,12500.0
499272,567.5,297,17032.0
499273,502.2,232,17534.0
499274,199.25,81,14898.0
499275,393.96000000000004,349,13652.0
499276,295.38,322,15456.0
499279,19.5,6,14732.0
499284,936.28,506,14770.0
499285,292.62,233,17207.0
499294,99.64999999999999,89,17323.0
499295,168.48,63,17883.0
499297,5158.4,3168,18102.0
499298,4122.0,900,18102.0
499299,2448.0,2880,18102.0
499300,214.07999999999998,72,18102.0
499302,478.58000000000004,144,18223.0
499303,648.0,344,13089.0
499304,30.599999999999998,36,13089.0
499305,22.95,11,
499306,332.52,378,17011.0
499307,316.59,351,15366.0
499308,359.65999999999997,322,14329.0
499312,134.03,37,15124.0
499313,365.33000000000004,97,16631.0
499314,1568.67,262,
499326,244.36999999999998,117,13598.0
499327,24.0,4,13598.0
499352,48.1,26,12748.0
499377,230.34,85,14177.0
499378,463.0,295,15998.0
499379,242.14999999999998,123,14177.0
499381,62.79,15,16913.0
499382,69.09,35,14646.0
499383,247.68,132,16913.0
499384,335.0,220,13753.0
499386,109.59,109,12854.0
499387,766.59,313,14680.0
499388,705.0,400,14646.0
499398,339.96,240,15309.0
499399,3537.821,1543,14459.0
499400,311.3,158,13889.0
499401,145.0,100,14646.0
499402,268.05,169,14667.0
499403,128.55,33,13727.0
499404,432.06,170,17850.0
499405,707.8100000000001,509,14739.0
499407,0.0,2472,
499408,1.27,2,
499409,0.0,524,
499411,364.1,163,13999.0
499422,2311.42,346,
499450,177.98000000000002,118,14522.0
499451,153.0,12,17848.0
499452,126.25,59,17243.0
499453,255.05,178,14466.0
499454,279.2,122,12708.0
499455,368.4,216,15477.0
499456,131.4,76,17819.0
499457,259.2,145,15569.0
499458,398.16,376,13941.0
499459,159.78,64,15149.0
499460,164.05,61,15149.0
499461,179.41,203,15013.0
499463,464.94,160,13564.0
499464,202.03,48,17150.0
499465,349.64,176,14807.0
499466,208.93,167,17050.0
499467,189.63,44,18046.0
499468,248.0,52,13542.0
499469,679.9200000000001,624,13762.0
499470,45.0,8,12484.0
499471,141.54,80,17760.0
499472,221.4,65,14507.0
499473,245.97,133,16950.0
499474,693.16,422,15421.0
499475,191.85,89,15990.0
499476,101.4,26,17969.0
499477,145.59,87,15943.0
499478,410.48,173,15664.0
499479,421.35,237,13883.0
499480,132.95,15,15953.0
499481,658.5,258,16843.0
499482,523.05,202,12471.0
499483,175.24,260,13413.0
499484,196.20000000000002,36,17929.0
499485,166.1,88,16939.0
499486,1422.78,762,15061.0
499487,199.5,138,13561.0
499488,633.45,175,17858.0
499490,294.82,84,18106.0
499491,299.76,216,14064.0
499494,854.02,471,16283.0
499495,211.9,18,17372.0
499496,163.7,90,17373.0
499497,271.61,104,14396.0
499498,102.22,45,14396.0
499499,315.74,129,17211.0
499500,669.01,208,13044.0
499502,250.49,111,14044.0
499503,236.96,50,14068.0
499504,420.75,33,17848.0
499505,202.72,87,14606.0
499506,456.20000000000005,212,15031.0
499507,222.5,113,17209.0
499508,345.59000000000003,383,18069.0
499509,34.0,40,18069.0
499510,187.37,107,14798.0
499511,347.50000000000006,121,16717.0
499512,499.88,125,16202.0
499513,118.68,68,14949.0
499515,30.0,24,16202.0
499516,318.86,194,12779.0
499517,629.39,362,12598.0
499519,61.199999999999996,72,13694.0
499520,796.4,352,13694.0
499521,2377.38,2184,13694.0
499522,0.0,36,
499523,1945.8,1726,13694.0
499524,1943.52,6456,13694.0
499525,132.0,1200,13694.0
499526,124.85,19,17241.0
499527,399.55,85,14870.0
499528,240.9,144,17865.0
499529,177.12,127,13010.0
499532,379.7,226,15219.0
499533,136.07999999999998,70,17362.0
499534,254.99999999999997,100,16013.0
499535,364.35,57,14527.0
499542,168.22,105,14131.0
499549,214.48,81,18231.0
499576,106.66,78,13948.0
499596,300.15,151,16511.0
499597,353.72,176,16037.0
499601,605.4,325,13018.0
499604,213.3,87,13018.0
499609,0.0,20,
499612,0.0,7,
499613,0.0,60,
499614,0.0,30,
499616,0.0,46,
499618,0.0,24,
499619,2135.46,1006,17305.0
499623,200.43,54,17377.0
499624,669.71,365,17593.0
499625,595.62,315,17965.0
499628,95.12,96,16521.0
499629,40.32,32,17324.0
499630,76.5,6,16273.0
499631,438.8,209,12540.0
499632,312.2,124,14401.0
499633,319.08000000000004,172,15311.0
499635,384.0,960,13027.0
499636,302.9,106,13050.0
499637,313.1,106,12989.0
499638,1848.54,260,
499639,164.13,69,16519.0
499640,335.68,72,15291.0
499641,153.06,78,17841.0
499650,217.86,42,13993.0
499656,156.6,76,17359.0
499657,78.99,66,14896.0
499659,170.3,124,16731.0
499660,305.04,200,13798.0
499661,0.0,2,
499662,0.0,1,
499663,272.45,37,14755.0
499664,1189.34,810,14257.0
499665,474.71,361,13979.0
499666,0.0,288,
499667,0.0,43,
499668,0.0,3,
499669,0.0,1,
499670,0.0,1,
499671,0.0,1,
499672,0.0,1,
499673,0.0,1,
499674,40.0,32,15603.0
499675,397.84000000000003,136,17241.0
499676,389.78,392,17116.0
499677,141.24,264,13911.0
499678,136.15,56,17222.0
499679,257.2,148,13995.0
499680,49.95,1,17330.0
499681,1626.4,616,12731.0
499682,344.1,116,12623.0
499683,1464.28,642,16705.0
499684,122.04,36,16705.0
499685,1562.94,1782,14646.0
499686,174.1,134,13202.0
499687,121.35,41,13468.0
499689,134.7,66,17905.0
499691,313.41,153,16296.0
499692,659.34,235,16946.0
499752,731.72,112,17477.0
499754,345.96,136,17850.0
499755,0.0,8,
499756,354.49,243,13797.0
499757,189.45,58,17377.0
499758,167.76,62,15003.0
499759,464.85,293,13126.0
499760,309.6,108,13777.0
499761,164.10000000000002,96,12972.0
499762,105.55,59,14818.0
499763,27.05,5,12346.0
499764,32.53,41,17372.0
499765,2734.43,501,
499768,248.76,210,13173.0
499769,1518.8,552,13694.0
499770,106.54,66,15927.0
499771,98.82,28,18283.0
499772,443.98,395,16960.0
499773,312.0,120,16954.0
499775,68.28,228,17011.0
499777,566.4300000000001,285,12525.0
499778,341.73,161,16177.0
499779,311.70000000000005,94,16103.0
499780,633.6800000000001,191,12809.0
499781,644.25,315,13327.0
499782,234.0,120,17638.0
499784,426.0,333,15367.0
499785,301.9,92,15606.0
